Record ID,Catalogue Number,Taxon Concept GUID,Scientific Name - original,Vernacular name - original,Scientific Name,Taxon Rank,Vernacular name,Kingdom,Phylum,Class,Order,Family,Genus,Species,Subspecies,Data Resource ID,Data Resource Name,Institution ID,Institution,Collection ID,Collection,Licence,Institution Code,Collection Code,Locality,Geodetic datum - original,Latitude,Longitude,Coordinate Precision,Coordinate Uncertainty in Metres,Country - parsed,State - parsed,Local Government Areas 2011,IMCRA 4 Regions,IBRA 7 Regions,Minimum elevation in meters,Maximum elevation in meters,Minimum depth in meters,Maximum depth in meters,Individual count,Collector,Year,Month,Day,Event Date - parsed,Verbatim event date,Basis Of Record - original,Basis Of Record,Occurrence status,Sex,Preparations,Outlier for layer,Taxonomic Quality,Location Quality
fb2c296b-bcb8-4046-a91a-324b33639f91,CBG 32579.1,http://id.biodiversity.org.au/node/apni/7604546,Eucalyptus diversifolia Bonpl. subsp. diversifolia,,Eucalyptus diversifolia subsp. diversifolia,subspecies,,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus diversifolia,Eucalyptus diversifolia subsp. diversifolia,dr376,MEL AVH data,in5,Centre for Australian National Biodiversity Research,co12,Australian National Herbarium,CC-BY 3.0 (Au),CANB,CBG,Flinders Chase.,,-35.9,136.6667,,5000,Australia,South Australia,Kangaroo Island (DC),,Kanmantoo,,,,,,"Choo, L.T.",1970,1,17,1970-01-17,,PreservedSpecimen,PreservedSpecimen,present,,sheet,,TRUE,TRUE
de94e1ad-23c2-474f-84de-395d10ae1814,AD 96307086,http://id.biodiversity.org.au/node/apni/7604546,Eucalyptus diversifolia Bonpl. ssp. diversifolia,,Eucalyptus diversifolia subsp. diversifolia,subspecies,,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus diversifolia,Eucalyptus diversifolia subsp. diversifolia,dr376,MEL AVH data,in41,"Department of Environment, Water and Natural Resources",co48,State Herbarium of South Australia,CC-BY 3.0 (Au),AD,AD,"Mt. Taylor, c. 10 km NW of Vivonne Bay. Summit",,-35.933333,137.05,,1000,Australia,South Australia,Kangaroo Island (DC),,Kanmantoo,,,,,,"Lothian, T.R.N.",1962,1,13,1962-01-13,13-Jan-62,PreservedSpecimen,PreservedSpecimen,present,,,,TRUE,TRUE
de7164b5-09c2-480c-915c-25894cb5a9a4,OPP798793-43,http://id.biodiversity.org.au/node/apni/7604546,Eucalyptus diversifolia ssp. diversifolia,Coastal White Mallee,Eucalyptus diversifolia subsp. diversifolia,subspecies,,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus diversifolia,Eucalyptus diversifolia subsp. diversifolia,dr366,SA Flora (BDBSA),,,,,CC-BY 4.0 (Int),,,961 (HA),WGS84,-35.83451,137.91243,,10000,Australia,South Australia,Kangaroo Island (DC),,Kanmantoo,,,,,,HODDER M.W. Mike | KRAEHENBUEHL D.N. Darrell,1992,1,15,1992-01-15,"15/JAN/92, D",HumanObservation,HumanObservation,present,,,,TRUE,TRUE
dd632046-f002-4e0f-8fba-109cc43595e4,OPP798812-93,http://id.biodiversity.org.au/node/apni/7604546,Eucalyptus diversifolia ssp. diversifolia,Coastal White Mallee,Eucalyptus diversifolia subsp. diversifolia,subspecies,,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus diversifolia,Eucalyptus diversifolia subsp. diversifolia,dr366,SA Flora (BDBSA),,,,,CC-BY 4.0 (Int),,,379 (HA),WGS84,-35.89564,138.02274,,1000,Australia,South Australia,Kangaroo Island (DC),,Kanmantoo,,,,,,COPLEY P.B. Peter | TIDEMAN J. Jill,1982,1,18,1982-01-18,"18/JAN/82, D",HumanObservation,HumanObservation,present,,,,TRUE,TRUE
d55746f0-a3c6-44b2-b840-61e4c6e619df,AD 97003144,http://id.biodiversity.org.au/node/apni/7604546,Eucalyptus diversifolia Bonpl. ssp. diversifolia,,Eucalyptus diversifolia subsp. diversifolia,subspecies,,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus diversifolia,Eucalyptus diversifolia subsp. diversifolia,dr376,MEL AVH data,in41,"Department of Environment, Water and Natural Resources",co48,State Herbarium of South Australia,CC-BY 3.0 (Au),AD,AD,Breakneck Creek,AGD84,-35.93180476,136.5797423,,10000,Australia,South Australia,,Spencer Gulf Shelf Province,,,,,,,"Coles, Neil",1966,1,10,1966-01-10,10-Jan-66,PreservedSpecimen,PreservedSpecimen,present,,,,TRUE,FALSE
d3e84372-d4f2-492c-84fe-6ac4e4d52ad4,AD 96621343,http://id.biodiversity.org.au/node/apni/7604546,Eucalyptus diversifolia Bonpl. ssp. diversifolia,,Eucalyptus diversifolia subsp. diversifolia,subspecies,,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus diversifolia,Eucalyptus diversifolia subsp. diversifolia,dr376,MEL AVH data,in41,"Department of Environment, Water and Natural Resources",co48,State Herbarium of South Australia,CC-BY 3.0 (Au),AD,AD,D'estrees Bay,AGD84,-35.92123975,137.6477881,,10000,Australia,South Australia,,Spencer Gulf Shelf Province,,,,,,,"Ising, E.H.",1923,1,3,1923-01-03,03-Jan-23,PreservedSpecimen,PreservedSpecimen,present,,,,TRUE,FALSE
cf12de67-7bb8-4b3c-bc8b-f5460cc9a33f,CBG 7900219.1,http://id.biodiversity.org.au/node/apni/7604546,Eucalyptus diversifolia Bonpl. subsp. diversifolia,,Eucalyptus diversifolia subsp. diversifolia,subspecies,,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus diversifolia,Eucalyptus diversifolia subsp. diversifolia,dr376,MEL AVH data,in5,Centre for Australian National Biodiversity Research,co12,Australian National Herbarium,CC-BY 3.0 (Au),CANB,CBG,"Ca 15 km SW of Victor Harbour, 1.5 km SE of Waitpinga Hill.",,-35.6333,138.4833,,1000,Australia,South Australia,,Spencer Gulf Shelf Province,,30,30,,,,"Crisp, M.D.",1979,1,2,1979-01-02,,PreservedSpecimen,PreservedSpecimen,present,,sheet,,TRUE,FALSE
9f197d6e-d1e0-48c7-9fa9-1904c781e6e3,AD 98560655,http://id.biodiversity.org.au/node/apni/7604546,Eucalyptus diversifolia Bonpl. ssp. diversifolia,,Eucalyptus diversifolia subsp. diversifolia,subspecies,,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus diversifolia,Eucalyptus diversifolia subsp. diversifolia,dr376,MEL AVH data,in41,"Department of Environment, Water and Natural Resources",co48,State Herbarium of South Australia,CC-BY 3.0 (Au),AD,AD,Kingscote,,-35.65,137.633333,,10000,Australia,South Australia,Kangaroo Island (DC),,Kanmantoo,,,,,,"Eardley, C.M.",1945,1,,1945-01-01,Jan-45,PreservedSpecimen,PreservedSpecimen,present,,,,TRUE,TRUE
9ca917ef-6d95-40e0-99fd-67262f2abbd7,MELUD103697a,http://id.biodiversity.org.au/node/apni/7612457,Eucalyptus diversifolia,,Eucalyptus diversifolia,species,,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus diversifolia,,dr13282,The University of Melbourne Herbarium,,,,,CC-BY-NC 3.0 (Aus),MELU,The University of Melbourne,"Kangaroo Island, about 3 km from American River, near the road.",,-35.8166667,137.75,,,Australia,South Australia,,,Kanmantoo,,,,,,"Wright, I.J.; Bayly, M.J.",1995,1,21,1995-01-21,,,,present,,Sheet - 1; Digital image (high resolution) - 1,,TRUE,TRUE
915c26df-4c56-40aa-88ed-cd658dc3eade,OPP798630-10,http://id.biodiversity.org.au/node/apni/7604546,Eucalyptus diversifolia ssp. diversifolia,Coastal White Mallee,Eucalyptus diversifolia subsp. diversifolia,subspecies,,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus diversifolia,Eucalyptus diversifolia subsp. diversifolia,dr366,SA Flora (BDBSA),,,,,CC-BY 4.0 (Int),,,375 (HA),WGS84,-35.76546,136.70082,,10000,Australia,South Australia,Kangaroo Island (DC),,Kanmantoo,,,,,,PILLMAN S.J. Stuart,1982,1,25,1982-01-25,"25/JAN/82, D",HumanObservation,HumanObservation,present,,,,TRUE,TRUE
8f20edb0-9983-46cc-945c-c47dcdfb1fae,AD 966020933,http://id.biodiversity.org.au/node/apni/7604546,Eucalyptus diversifolia Bonpl. ssp. diversifolia,,Eucalyptus diversifolia subsp. diversifolia,subspecies,,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus diversifolia,Eucalyptus diversifolia subsp. diversifolia,dr376,MEL AVH data,in41,"Department of Environment, Water and Natural Resources",co48,State Herbarium of South Australia,CC-BY 3.0 (Au),AD,AD,D'estrees Bay,,-35.916667,137.583333,,10000,Australia,South Australia,Kangaroo Island (DC),,Kanmantoo,,,,,,"Ising, E.H.",1923,1,1,1923-01-01,01-Jan-23,PreservedSpecimen,PreservedSpecimen,present,,,,TRUE,TRUE
8798193d-cfbb-4427-841a-50db6962803f,CBG 7900218.1,http://id.biodiversity.org.au/node/apni/7604546,Eucalyptus diversifolia Bonpl. subsp. diversifolia,,Eucalyptus diversifolia subsp. diversifolia,subspecies,,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus diversifolia,Eucalyptus diversifolia subsp. diversifolia,dr376,MEL AVH data,in5,Centre for Australian National Biodiversity Research,co12,Australian National Herbarium,CC-BY 3.0 (Au),CANB,CBG,"ca 15 km SW of Victor Harbour, 1.5 km SE of Waitpinga Hill.",,-35.6333,138.4833,,1000,Australia,South Australia,,Spencer Gulf Shelf Province,,,,,,,"Crisp, M.D.",1979,1,2,1979-01-02,,PreservedSpecimen,PreservedSpecimen,present,,sheet,,TRUE,FALSE
7e7422d5-5476-42b4-ae72-afd55e9cd66d,AD 98560654,http://id.biodiversity.org.au/node/apni/7604546,Eucalyptus diversifolia Bonpl. ssp. diversifolia,,Eucalyptus diversifolia subsp. diversifolia,subspecies,,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus diversifolia,Eucalyptus diversifolia subsp. diversifolia,dr376,MEL AVH data,in41,"Department of Environment, Water and Natural Resources",co48,State Herbarium of South Australia,CC-BY 3.0 (Au),AD,AD,Flinders Chase,,-35.866667,136.7,,10000,Australia,South Australia,Kangaroo Island (DC),,Kanmantoo,,,,,,"Eardley, C.M.",1945,1,,1945-01-01,Jan-45,PreservedSpecimen,PreservedSpecimen,present,,,,TRUE,TRUE
71cab40c-4d2b-4d7f-b53a-bca8fb67de4d,CANB 431784.1,http://id.biodiversity.org.au/node/apni/7604546,Eucalyptus diversifolia Bonpl. subsp. diversifolia,,Eucalyptus diversifolia subsp. diversifolia,subspecies,,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus diversifolia,Eucalyptus diversifolia subsp. diversifolia,dr376,MEL AVH data,in5,Centre for Australian National Biodiversity Research,co12,Australian National Herbarium,CC-BY 3.0 (Au),CANB,CANB,Kangaroo Island.,,-35.8333,137.25,,80000,Australia,South Australia,Kangaroo Island (DC),,Kanmantoo,,,,,,"Choo, L.T.",1970,1,16,1970-01-16,,PreservedSpecimen,PreservedSpecimen,present,,sheet,,TRUE,TRUE
5ec1200c-8eb9-4a05-ba11-b1d579bda86e,NSW 354286,http://id.biodiversity.org.au/node/apni/2916775,Eucalyptus diversifolia Bonpl.,,Eucalyptus diversifolia subsp. hesperia,subspecies,Madura mallee-ash,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus diversifolia,Eucalyptus diversifolia subsp. hesperia,dr376,MEL AVH data,in50,The Royal Botanic Gardens & Domain Trust,co54,National Herbarium of New South Wales,CC-BY 3.0 (Au),NSW,NSW,Cape Couedic.,,-36.03,136.72,,10000,Australia,South Australia,Kangaroo Island (DC),,Kanmantoo,,,,,,"Rogers, R.S.",1907,1,,1907-01-01,,PreservedSpecimen,PreservedSpecimen,present,,sheet,,TRUE,TRUE
5ca3832d-f7ed-4924-b903-be2b58e48e80,MEL 0241899A,http://id.biodiversity.org.au/node/apni/7604546,Eucalyptus diversifolia subsp. diversifolia,,Eucalyptus diversifolia subsp. diversifolia,subspecies,,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus diversifolia,Eucalyptus diversifolia subsp. diversifolia,dr376,MEL AVH data,in21,Royal Botanic Gardens Victoria,co55,National Herbarium of Victoria,CC-BY 3.0 (Au),MEL,MEL,"Flinders Chase National Park, 1.5 km along West Bay road from West Bay Campground, Kanagaroo Island.",,-35.9,136.5667,,10000,Australia,South Australia,Kangaroo Island (DC),,Kanmantoo,,,,,,"Wright, I.J.",1995,1,22,1995-01-22,,PreservedSpecimen,PreservedSpecimen,present,,sheet,,TRUE,TRUE
5a1933ff-3743-4ff3-9ba2-c4f19939111c,AD 96621345,http://id.biodiversity.org.au/node/apni/7604546,Eucalyptus diversifolia Bonpl. ssp. diversifolia,,Eucalyptus diversifolia subsp. diversifolia,subspecies,,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus diversifolia,Eucalyptus diversifolia subsp. diversifolia,dr376,MEL AVH data,in41,"Department of Environment, Water and Natural Resources",co48,State Herbarium of South Australia,CC-BY 3.0 (Au),AD,AD,D'estrees Bay,AGD84,-35.92123975,137.6477881,,10000,Australia,South Australia,,Spencer Gulf Shelf Province,,,,,,,"Ising, E.H.",1923,1,,1923-01-01,Jan-23,PreservedSpecimen,PreservedSpecimen,present,,,,TRUE,FALSE
57311285-a186-4d0c-a7db-9a35becf4193,MEL 0241921A,http://id.biodiversity.org.au/node/apni/7612457,Eucalyptus diversifolia,,Eucalyptus diversifolia,species,,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus diversifolia,,dr376,MEL AVH data,in21,Royal Botanic Gardens Victoria,co55,National Herbarium of Victoria,CC-BY 3.0 (Au),MEL,MEL,"Fleurieu Peninsula, Newland Head Conservation Park, roadside Parsons Beach Road.",,-35.6333,138.4833,,10000,Australia,South Australia,,Spencer Gulf Shelf Province,,,,,,,"Wright, I.J.",1995,1,23,1995-01-23,,PreservedSpecimen,PreservedSpecimen,present,,sheet,,TRUE,FALSE
4bfce7b6-5c12-43a3-a3dd-3d45a968073e,OPP798813-93,http://id.biodiversity.org.au/node/apni/7604546,Eucalyptus diversifolia ssp. diversifolia,Coastal White Mallee,Eucalyptus diversifolia subsp. diversifolia,subspecies,,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus diversifolia,Eucalyptus diversifolia subsp. diversifolia,dr366,SA Flora (BDBSA),,,,,CC-BY 4.0 (Int),,,503 (HA),WGS84,-35.88909,138.00314,,10000,Australia,South Australia,Kangaroo Island (DC),,Kanmantoo,,,,,,COPLEY P.B. Peter | TIDEMAN J. Jill,1982,1,18,1982-01-18,"18/JAN/82, D",HumanObservation,HumanObservation,present,,,,TRUE,TRUE
353cdce3-cf49-4081-80df-2531f0b5b3f5,CBG 32562.1,http://id.biodiversity.org.au/node/apni/7604546,Eucalyptus diversifolia Bonpl. subsp. diversifolia,,Eucalyptus diversifolia subsp. diversifolia,subspecies,,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus diversifolia,Eucalyptus diversifolia subsp. diversifolia,dr376,MEL AVH data,in5,Centre for Australian National Biodiversity Research,co12,Australian National Herbarium,CC-BY 3.0 (Au),CANB,CBG,Near estuary of Harriet River Vivonne Bay.,,-35.9833,137.1833,,10000,Australia,South Australia,,Spencer Gulf Shelf Province,,,,,,,"Choo, L.T.",1970,1,16,1970-01-16,,PreservedSpecimen,PreservedSpecimen,present,,sheet,,TRUE,FALSE
32b7d900-2664-46f2-b4b2-af059b9d2762,AD 96621344,http://id.biodiversity.org.au/node/apni/7604546,Eucalyptus diversifolia Bonpl. ssp. diversifolia,,Eucalyptus diversifolia subsp. diversifolia,subspecies,,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus diversifolia,Eucalyptus diversifolia subsp. diversifolia,dr376,MEL AVH data,in41,"Department of Environment, Water and Natural Resources",co48,State Herbarium of South Australia,CC-BY 3.0 (Au),AD,AD,Kingscote,,-35.65,137.633333,,10000,Australia,South Australia,Kangaroo Island (DC),,Kanmantoo,,,,,,"Ising, E.H.",1923,1,6,1923-01-06,06-Jan-23,PreservedSpecimen,PreservedSpecimen,present,,,,TRUE,TRUE
32a54de2-ea97-435b-9cae-3499280a2880,AD 97847514,http://id.biodiversity.org.au/node/apni/7604546,Eucalyptus diversifolia Bonpl. ssp. diversifolia,,Eucalyptus diversifolia subsp. diversifolia,subspecies,,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus diversifolia,Eucalyptus diversifolia subsp. diversifolia,dr376,MEL AVH data,in41,"Department of Environment, Water and Natural Resources",co48,State Herbarium of South Australia,CC-BY 3.0 (Au),AD,AD,American River,,-35.783333,137.766667,,1000,Australia,South Australia,Kangaroo Island (DC),,Kanmantoo,,,,,,"Bungey, R.S.",1950,1,7,1950-01-07,07-Jan-50,PreservedSpecimen,PreservedSpecimen,present,,,,TRUE,TRUE
2aef146d-d19d-412e-8a4d-bb352d41d57e,CANB 431476.1,http://id.biodiversity.org.au/node/apni/7604546,Eucalyptus diversifolia Bonpl. subsp. diversifolia,,Eucalyptus diversifolia subsp. diversifolia,subspecies,,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus diversifolia,Eucalyptus diversifolia subsp. diversifolia,dr376,MEL AVH data,in5,Centre for Australian National Biodiversity Research,co12,Australian National Herbarium,CC-BY 3.0 (Au),CANB,CANB,"Kingscote, Kangaroo Island.",,-35.65,137.6333,,1000,Australia,South Australia,Kangaroo Island (DC),,Kanmantoo,,,,,,"Ising, E.H.",1923,1,6,1923-01-06,,PreservedSpecimen,PreservedSpecimen,present,,sheet,,TRUE,TRUE
1ef85ba4-c742-4ec9-aed5-f40f0ddd99f1,MEL 0241898A,http://id.biodiversity.org.au/node/apni/7612457,Eucalyptus diversifolia,,Eucalyptus diversifolia,species,,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus diversifolia,,dr376,MEL AVH data,in21,Royal Botanic Gardens Victoria,co55,National Herbarium of Victoria,CC-BY 3.0 (Au),MEL,MEL,"Roadside, ca. from American River.",,-35.8167,137.75,,10000,Australia,South Australia,,,Kanmantoo,,,,,,"Wright, I.J.",1995,1,21,1995-01-21,,PreservedSpecimen,PreservedSpecimen,present,,sheet,,TRUE,TRUE
1ed9b5f9-5d09-4c95-9280-661404247d01,OPP798810-18,http://id.biodiversity.org.au/node/apni/7604546,Eucalyptus diversifolia ssp. diversifolia,Coastal White Mallee,Eucalyptus diversifolia subsp. diversifolia,subspecies,,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus diversifolia,Eucalyptus diversifolia subsp. diversifolia,dr366,SA Flora (BDBSA),,,,,CC-BY 4.0 (Int),,,278 (HA),WGS84,-35.80213,137.85472,,500,Australia,South Australia,Kangaroo Island (DC),,Kanmantoo,,,,,,ASHMAN G.W. Glyn,1988,1,28,1988-01-28,"28/JAN/88, D",HumanObservation,HumanObservation,present,,,,TRUE,TRUE
1744cfff-a7f0-4a3b-a3df-bd91bbddb24b,AD 96621348,http://id.biodiversity.org.au/node/apni/7604546,Eucalyptus diversifolia Bonpl. ssp. diversifolia,,Eucalyptus diversifolia subsp. diversifolia,subspecies,,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus diversifolia,Eucalyptus diversifolia subsp. diversifolia,dr376,MEL AVH data,in41,"Department of Environment, Water and Natural Resources",co48,State Herbarium of South Australia,CC-BY 3.0 (Au),AD,AD,Kingscote (Harbour),,-35.666667,137.633333,,1000,Australia,South Australia,,Spencer Gulf Shelf Province,,,,,,,"Ising, E.H.",1923,1,6,1923-01-06,06-Jan-23,PreservedSpecimen,PreservedSpecimen,present,,,,TRUE,FALSE
10d61d19-4799-4440-bddf-e5c9a98fd8d1,CBG 34789.1,http://id.biodiversity.org.au/node/apni/7604546,Eucalyptus diversifolia Bonpl. subsp. diversifolia,,Eucalyptus diversifolia subsp. diversifolia,subspecies,,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus diversifolia,Eucalyptus diversifolia subsp. diversifolia,dr376,MEL AVH data,in5,Centre for Australian National Biodiversity Research,co12,Australian National Herbarium,CC-BY 3.0 (Au),CANB,CBG,Flinders Chase.,,-35.9,136.6667,,5000,Australia,South Australia,Kangaroo Island (DC),,Kanmantoo,,,,,,"Choo, L.T.",1970,1,17,1970-01-17,,PreservedSpecimen,PreservedSpecimen,present,,sheet,,TRUE,TRUE
fe52731c-089f-46b4-8ecd-482e89668244,AD 97122200,http://id.biodiversity.org.au/node/apni/7604546,Eucalyptus diversifolia Bonpl. ssp. diversifolia,,Eucalyptus diversifolia subsp. diversifolia,subspecies,,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus diversifolia,Eucalyptus diversifolia subsp. diversifolia,dr376,MEL AVH data,in41,"Department of Environment, Water and Natural Resources",co48,State Herbarium of South Australia,CC-BY 3.0 (Au),AD,AD,Near summit of Mt. Taylor,,-35.933333,137.05,,1000,Australia,South Australia,Kangaroo Island (DC),,Kanmantoo,,,,,,"Jackson, G.",1971,3,21,1971-03-21,21-Mar-71,PreservedSpecimen,PreservedSpecimen,present,,,,TRUE,TRUE
fd2b7c12-0919-4a56-865a-a2475069a64a,SUP12331-2,http://id.biodiversity.org.au/node/apni/7604546,Eucalyptus diversifolia ssp. diversifolia,Coastal White Mallee,Eucalyptus diversifolia subsp. diversifolia,subspecies,,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus diversifolia,Eucalyptus diversifolia subsp. diversifolia,dr366,SA Flora (BDBSA),,,,,CC-BY 4.0 (Int),,,Ravine des Casoars (WA),WGS84,-35.79243,136.61485,,100,Australia,South Australia,Kangaroo Island (DC),,Kanmantoo,,,,,,OVERTON B.M. Bev | HERBERT A. Tony,1995,3,15,1995-03-15,"15/MAR/95, D",HumanObservation,HumanObservation,present,,,,TRUE,TRUE
ea711753-5755-4b86-b08e-407870b9e766,OPP798809-15,http://id.biodiversity.org.au/node/apni/7604546,Eucalyptus diversifolia ssp. diversifolia,Coastal White Mallee,Eucalyptus diversifolia subsp. diversifolia,subspecies,,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus diversifolia,Eucalyptus diversifolia subsp. diversifolia,dr366,SA Flora (BDBSA),,,,,CC-BY 4.0 (Int),,,652 (HA),WGS84,-35.867,137.9656,,1000,Australia,South Australia,Kangaroo Island (DC),,Kanmantoo,,,,,,ASHMAN G.W. Glyn,1987,3,5,1987-03-05,"05/MAR/87, D",HumanObservation,HumanObservation,present,,,,TRUE,TRUE
e4519e5e-451f-44bb-816d-e5677cbbb847,OPP515727-2,http://id.biodiversity.org.au/node/apni/7604546,Eucalyptus diversifolia ssp. diversifolia,Coastal White Mallee,Eucalyptus diversifolia subsp. diversifolia,subspecies,,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus diversifolia,Eucalyptus diversifolia subsp. diversifolia,dr366,SA Flora (BDBSA),,,,,CC-BY 4.0 (Int),,,,WGS84,-35.88689,137.51324,,50,Australia,South Australia,Kangaroo Island (DC),,Kanmantoo,,,,,,BOLWELL V. Venetia,2013,3,18,2013-03-18,"18/MAR/13, D",HumanObservation,HumanObservation,present,,,,TRUE,TRUE
df57a0e3-75d1-4a98-84d4-b2ddaf1dc906,SUP12355-3,http://id.biodiversity.org.au/node/apni/7604546,Eucalyptus diversifolia ssp. diversifolia,Coastal White Mallee,Eucalyptus diversifolia subsp. diversifolia,subspecies,,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus diversifolia,Eucalyptus diversifolia subsp. diversifolia,dr366,SA Flora (BDBSA),,,,,CC-BY 4.0 (Int),,,,WGS84,-35.97547,136.86145,,100,Australia,South Australia,Kangaroo Island (DC),,Kanmantoo,,,,,,OVERTON B.M. Bev | HERBERT A. Tony,1995,3,16,1995-03-16,"16/MAR/95, D",HumanObservation,HumanObservation,present,,,,TRUE,TRUE
de4f94a3-6c58-4ee5-9fb3-551733f9c881,AD 97207197,http://id.biodiversity.org.au/node/apni/7604546,Eucalyptus diversifolia Bonpl. ssp. diversifolia,,Eucalyptus diversifolia subsp. diversifolia,subspecies,,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus diversifolia,Eucalyptus diversifolia subsp. diversifolia,dr376,MEL AVH data,in41,"Department of Environment, Water and Natural Resources",co48,State Herbarium of South Australia,CC-BY 3.0 (Au),AD,AD,Cape du Couedic,,-36.066667,136.7,,1000,Australia,South Australia,,Spencer Gulf Shelf Province,,,,,,,"Cleland, J.B.",1963,3,16,1963-03-16,16-Mar-63,PreservedSpecimen,PreservedSpecimen,present,,,,TRUE,FALSE
db4f4d43-fee9-4200-a9a2-7927ba200607,OPP515734-1,http://id.biodiversity.org.au/node/apni/7604546,Eucalyptus diversifolia ssp. diversifolia,Coastal White Mallee,Eucalyptus diversifolia subsp. diversifolia,subspecies,,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus diversifolia,Eucalyptus diversifolia subsp. diversifolia,dr366,SA Flora (BDBSA),,,,,CC-BY 4.0 (Int),,,,WGS84,-35.88692,137.51327,,50,Australia,South Australia,Kangaroo Island (DC),,Kanmantoo,,,,,,BOLWELL V. Venetia,2013,3,28,2013-03-28,"28/MAR/13, D",HumanObservation,HumanObservation,present,,,,TRUE,TRUE
d64d1ee6-7599-42e8-8368-b130edab2384,SUP12310-1,http://id.biodiversity.org.au/node/apni/7604546,Eucalyptus diversifolia ssp. diversifolia,Coastal White Mallee,Eucalyptus diversifolia subsp. diversifolia,subspecies,,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus diversifolia,Eucalyptus diversifolia subsp. diversifolia,dr366,SA Flora (BDBSA),,,,,CC-BY 4.0 (Int),,,,WGS84,-35.92763,137.32913,,100,Australia,South Australia,Kangaroo Island (DC),,Kanmantoo,,,,,,OVERTON B.M. Bev | HERBERT A. Tony,1995,3,2,1995-03-02,"02/MAR/95, D",HumanObservation,HumanObservation,present,,,,TRUE,TRUE
d2327415-65d2-4d64-abc7-e5551f375075,SUP12358-2,http://id.biodiversity.org.au/node/apni/7604546,Eucalyptus diversifolia ssp. diversifolia,Coastal White Mallee,Eucalyptus diversifolia subsp. diversifolia,subspecies,,Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus diversifolia,Eucalyptus diversifolia subsp. diversifolia,dr366,SA Flora (BDBSA),,,,,CC-BY 4.0 (Int),,,Lathami (CP),WGS84,-35.65071,137.22056,,100,Australia,South Australia,Kangaroo Island (DC),,Kanmantoo,,,,,,OVERTON B.M. Bev | HERBERT A. Tony,1995,3,20,1995-03-20,"20/MAR/95, D",HumanObservation,HumanObservation,present,,,,TRUE,TRUE
