latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
-35.69904,137.11806,310.3,0.39,0.36,12/23/2019,1542,N,VIIRS,n,1.0NRT,287.5,1,N
-35.69497,137.11456,317.2,0.39,0.36,12/23/2019,1542,N,VIIRS,n,1.0NRT,287.3,1.4,N
-35.69424,137.11021,305.1,0.39,0.36,12/23/2019,1542,N,VIIRS,n,1.0NRT,286.7,0.9,N
-35.68755,137.11192,317.6,0.39,0.36,12/23/2019,1542,N,VIIRS,n,1.0NRT,288,1.2,N
-35.68827,137.11626,296.8,0.39,0.36,12/23/2019,1542,N,VIIRS,n,1.0NRT,285.7,0.4,N
-35.69017,137.10672,301.1,0.39,0.36,12/23/2019,1542,N,VIIRS,n,1.0NRT,285.9,0.9,N
-35.6909,137.11107,310.6,0.39,0.36,12/23/2019,1542,N,VIIRS,n,1.0NRT,287.5,0.9,N
-35.69162,137.11539,314.2,0.39,0.36,12/23/2019,1542,N,VIIRS,n,1.0NRT,287,1.4,N
-35.68682,137.10756,306.2,0.39,0.36,12/23/2019,1542,N,VIIRS,n,1.0NRT,286.6,1.2,N
-35.63828,137.42723,302.4,0.39,0.36,12/23/2019,1542,N,VIIRS,n,1.0NRT,284.7,0.5,N
-35.69482,137.04121,334,0.52,0.5,12/24/2019,406,N,VIIRS,n,1.0NRT,307.1,10.3,D
-35.6953,137.03542,353.4,0.52,0.5,12/24/2019,406,N,VIIRS,n,1.0NRT,312.7,10.3,D
-35.68491,137.10448,343.8,0.52,0.5,12/24/2019,406,N,VIIRS,n,1.0NRT,309,8.2,D
-35.68826,137.06367,339.3,0.52,0.5,12/24/2019,406,N,VIIRS,n,1.0NRT,308.6,10.7,D
-35.65257,137.43604,340,0.5,0.49,12/24/2019,406,N,VIIRS,l,1.0NRT,311.3,5.3,D
-35.71429,137.09094,346.1,0.52,0.5,12/24/2019,406,N,VIIRS,n,1.0NRT,306.9,8.1,D
-35.69949,137.04181,355.8,0.52,0.5,12/24/2019,406,N,VIIRS,n,1.0NRT,317.4,10.3,D
-35.70045,137.03015,343.2,0.52,0.5,12/24/2019,406,N,VIIRS,n,1.0NRT,308.5,10.4,D
-35.70689,137.06657,345.3,0.52,0.5,12/24/2019,406,N,VIIRS,n,1.0NRT,308.4,13.6,D
-35.70272,137.05998,349.8,0.52,0.5,12/24/2019,406,N,VIIRS,n,1.0NRT,310.5,13.6,D
-35.70513,137.03078,355.2,0.52,0.5,12/24/2019,406,N,VIIRS,n,1.0NRT,318.3,12.1,D
-35.69997,137.03604,367,0.52,0.5,12/24/2019,406,N,VIIRS,h,1.0NRT,319.3,10.3,D
-35.70321,137.05405,337.8,0.52,0.5,12/24/2019,406,N,VIIRS,n,1.0NRT,306.2,20.9,D
-35.70417,137.0424,355.6,0.52,0.5,12/24/2019,406,N,VIIRS,n,1.0NRT,325.6,29.2,D
-35.70369,137.04819,345.7,0.52,0.5,12/24/2019,406,N,VIIRS,n,1.0NRT,308.3,20.9,D
-35.70738,137.06073,338.1,0.52,0.5,12/24/2019,406,N,VIIRS,n,1.0NRT,302,13.6,D
-35.70981,137.03139,349,0.52,0.5,12/24/2019,406,N,VIIRS,n,1.0NRT,309,12.1,D
-35.70223,137.06586,335.2,0.52,0.5,12/24/2019,406,N,VIIRS,l,1.0NRT,307.9,13.6,D
-35.70465,137.03664,367,0.52,0.5,12/24/2019,406,N,VIIRS,h,1.0NRT,314.9,29.2,D
-35.70835,137.04893,354.9,0.52,0.5,12/24/2019,406,N,VIIRS,n,1.0NRT,312.5,20.9,D
-35.70932,137.03726,352.3,0.52,0.5,12/24/2019,406,N,VIIRS,n,1.0NRT,309.4,29.2,D
-35.70884,137.04309,346,0.52,0.5,12/24/2019,406,N,VIIRS,n,1.0NRT,309.8,29.2,D
-35.73641,137.05234,341.9,0.52,0.5,12/24/2019,406,N,VIIRS,n,1.0NRT,303.1,7,D
-35.72754,137.04547,350.5,0.52,0.5,12/24/2019,406,N,VIIRS,n,1.0NRT,302.1,27,D
-35.73172,137.05186,345.1,0.52,0.5,12/24/2019,406,N,VIIRS,n,1.0NRT,305,7,D
-35.75804,137.04507,340.3,0.52,0.5,12/24/2019,406,N,VIIRS,n,1.0NRT,307.8,9.8,D
-35.75611,137.04286,337,0.52,0.5,12/24/2019,406,N,VIIRS,l,1.0NRT,311.3,6.2,D
-35.73372,137.05396,342.3,0.52,0.5,12/24/2019,406,N,VIIRS,n,1.0NRT,306.6,16.5,D
-35.92516,137.04178,337.9,0.52,0.5,12/24/2019,406,N,VIIRS,n,1.0NRT,307.5,6.4,D
-35.73317,137.04727,367,0.67,0.74,12/24/2019,542,N,VIIRS,h,1.0NRT,296.7,20.9,D
-35.70298,137.12006,336,0.68,0.74,12/24/2019,542,N,VIIRS,n,1.0NRT,297.9,2.2,D
-35.70435,137.04321,330.8,0.67,0.74,12/24/2019,542,N,VIIRS,n,1.0NRT,295.4,8.3,D
-35.72663,137.04413,344.5,0.67,0.74,12/24/2019,542,N,VIIRS,n,1.0NRT,294.6,3.6,D
-35.70866,137.0535,333.3,0.67,0.74,12/24/2019,542,N,VIIRS,n,1.0NRT,293,8.5,D
-35.70588,137.0405,333.3,0.67,0.74,12/24/2019,548,N,VIIRS,n,1.0NRT,295.5,10.1,D
-35.7168,137.03415,302.9,0.57,0.43,12/24/2019,1524,N,VIIRS,n,1.0NRT,289.9,1.5,N
-35.73771,137.05391,312.7,0.56,0.43,12/24/2019,1524,N,VIIRS,n,1.0NRT,287.3,1.2,N
-35.71548,137.04782,299.6,0.56,0.43,12/24/2019,1524,N,VIIRS,n,1.0NRT,289.2,4,N
-35.71417,137.0416,306.4,0.56,0.43,12/24/2019,1524,N,VIIRS,n,1.0NRT,290.5,2.6,N
-35.71154,137.04903,329.5,0.56,0.43,12/24/2019,1524,N,VIIRS,n,1.0NRT,293.1,4,N
-35.71285,137.05525,329.4,0.56,0.43,12/24/2019,1524,N,VIIRS,n,1.0NRT,291.5,4,N
-35.70759,137.05017,304.8,0.56,0.43,12/24/2019,1524,N,VIIRS,n,1.0NRT,291.8,3.5,N
-35.7089,137.05641,333.9,0.56,0.43,12/24/2019,1524,N,VIIRS,n,1.0NRT,292.6,3.5,N
-35.70628,137.04393,302.1,0.56,0.43,12/24/2019,1524,N,VIIRS,n,1.0NRT,290.6,2.7,N
-35.67581,137.02077,329.3,0.57,0.43,12/24/2019,1524,N,VIIRS,n,1.0NRT,292.6,7.3,N
-35.70855,137.05771,318.5,0.56,0.43,12/24/2019,1524,N,VIIRS,n,1.0NRT,291.9,3.5,N
-35.70727,137.05142,317.7,0.56,0.43,12/24/2019,1524,N,VIIRS,n,1.0NRT,292.2,3.7,N
-35.67714,137.02722,317.2,0.57,0.43,12/24/2019,1524,N,VIIRS,n,1.0NRT,290.6,3.8,N
-35.67178,137.02159,329,0.57,0.43,12/24/2019,1524,N,VIIRS,n,1.0NRT,292.6,7.3,N
-35.67312,137.02805,325.9,0.57,0.43,12/24/2019,1524,N,VIIRS,n,1.0NRT,291.3,3.8,N
-35.70642,137.05669,367,0.48,0.65,12/25/2019,348,N,VIIRS,h,1.0NRT,301.6,8.6,D
-35.67741,137.02029,334.4,0.48,0.65,12/25/2019,348,N,VIIRS,l,1.0NRT,305.6,4.5,D
-35.70374,137.11659,334.1,0.47,0.64,12/25/2019,348,N,VIIRS,l,1.0NRT,304.5,3.2,D
-35.67718,137.02582,345,0.48,0.65,12/25/2019,348,N,VIIRS,n,1.0NRT,303.9,3.9,D
-35.71741,137.09187,340.2,0.48,0.64,12/25/2019,348,N,VIIRS,n,1.0NRT,300.5,2.7,D
-35.73716,137.05316,367,0.48,0.65,12/25/2019,348,N,VIIRS,h,1.0NRT,309.6,29.5,D
-35.71714,137.09003,335.4,0.48,0.64,12/25/2019,348,N,VIIRS,n,1.0NRT,301.7,4.8,D
-35.73743,137.04958,342.1,0.48,0.65,12/25/2019,348,N,VIIRS,n,1.0NRT,301.2,17,D
-35.73721,137.05504,367,0.48,0.65,12/25/2019,348,N,VIIRS,h,1.0NRT,307.7,17,D
-35.67961,137.02353,346.8,0.39,0.59,12/25/2019,524,N,VIIRS,n,1.0NRT,307.3,7.1,D
-35.6728,137.0271,367,0.39,0.59,12/25/2019,524,N,VIIRS,h,1.0NRT,305.3,7.1,D
-35.67161,137.03165,337.6,0.39,0.59,12/25/2019,524,N,VIIRS,n,1.0NRT,301.7,9,D
-35.73576,137.05367,367,0.39,0.59,12/25/2019,524,N,VIIRS,h,1.0NRT,310.4,19.2,D
-35.73689,137.04938,350.7,0.38,0.59,12/25/2019,524,N,VIIRS,n,1.0NRT,301.4,10.7,D
-35.71559,137.08865,331.1,0.39,0.59,12/25/2019,524,N,VIIRS,l,1.0NRT,302.7,0.9,D
-35.7148,137.08827,334.6,0.39,0.59,12/25/2019,524,N,VIIRS,n,1.0NRT,302.6,2.6,D
-35.72646,137.04846,303.3,0.33,0.55,12/25/2019,1506,N,VIIRS,n,1.0NRT,286.4,0.6,N
-35.72555,137.04486,300.1,0.33,0.55,12/25/2019,1506,N,VIIRS,n,1.0NRT,285.7,0.6,N
-35.72056,137.04677,304.8,0.33,0.55,12/25/2019,1506,N,VIIRS,n,1.0NRT,287.1,0.6,N
-35.7128,137.03778,306.7,0.33,0.55,12/25/2019,1506,N,VIIRS,n,1.0NRT,286.7,1,N
-35.72147,137.05037,300.4,0.33,0.55,12/25/2019,1506,N,VIIRS,n,1.0NRT,286.5,0.6,N
-35.71464,137.04504,300.6,0.33,0.55,12/25/2019,1506,N,VIIRS,n,1.0NRT,286.9,1.2,N
-35.71556,137.04866,310.7,0.33,0.55,12/25/2019,1506,N,VIIRS,n,1.0NRT,287.2,1.7,N
-35.71239,137.05772,305.8,0.33,0.55,12/25/2019,1506,N,VIIRS,n,1.0NRT,286.9,0.9,N
-35.67682,137.03706,346.2,0.44,0.46,12/26/2019,506,N,VIIRS,n,1.0NRT,317.2,13,D
-35.68957,137.04041,344.1,0.44,0.46,12/26/2019,506,N,VIIRS,n,1.0NRT,311.1,4.5,D
-35.7107,137.03868,348,0.42,0.37,12/27/2019,448,N,VIIRS,n,1.0NRT,315.1,11.5,D
-35.71803,137.08273,342.2,0.42,0.37,12/27/2019,448,N,VIIRS,l,1.0NRT,316.2,11.6,D
-35.7177,137.09183,348.2,0.41,0.37,12/28/2019,430,N,VIIRS,l,1.0NRT,313.5,36.1,D
-35.71486,137.08659,350.7,0.41,0.37,12/28/2019,430,N,VIIRS,l,1.0NRT,313.7,15.3,D
