latitude,longitude,bright_ti4,acq_date,instrument
-35.77167,137.04143,295.4,43820,VIIRS
-35.77627,137.04076,298.7,43820,VIIRS
-35.77579,137.03506,295.1,43820,VIIRS
-35.75025,136.93904,301.7,43821,VIIRS
-35.69367,137.10597,333.7,43821,VIIRS
-35.68585,137.04547,332.4,43821,VIIRS
-35.68226,137.0462,302.3,43821,VIIRS
-35.67677,137.03217,304.5,43821,VIIRS
-35.69006,137.10663,341.7,43821,VIIRS
-35.67741,137.03716,310.1,43821,VIIRS
-35.67868,137.04697,305.3,43821,VIIRS
-35.67805,137.04207,299.7,43821,VIIRS
-35.68357,137.05627,327.8,43821,VIIRS
-35.68943,137.1017,324.3,43821,VIIRS
-35.68422,137.06136,326.4,43821,VIIRS
-35.69244,137.06323,302.9,43821,VIIRS
-35.67852,137.04031,299.4,43821,VIIRS
-35.68966,137.10007,309.9,43821,VIIRS
-35.69431,137.11095,328.3,43821,VIIRS
-35.74897,136.92909,302.8,43821,VIIRS
-35.67791,137.03535,315,43821,VIIRS
-35.6865,137.05052,307.3,43821,VIIRS
-35.67366,136.95145,306.6,43821,VIIRS
-35.69304,137.10103,301.9,43821,VIIRS
-35.68716,137.05557,299.2,43821,VIIRS
-35.68782,137.06067,303.5,43821,VIIRS
-35.68461,137.0596,341.8,43821,VIIRS
-35.68272,137.04445,298.3,43821,VIIRS
-35.67913,137.04521,313.4,43821,VIIRS
-35.69088,137.10995,332,43821,VIIRS
-35.69026,137.10498,337.1,43821,VIIRS
-35.69181,137.0582,317.2,43821,VIIRS
-35.68632,137.04372,319.7,43821,VIIRS
-35.69201,137.08939,298.8,43821,VIIRS
-35.67512,136.95451,312.8,43821,VIIRS
-35.68694,137.04874,335,43821,VIIRS
-35.69449,137.1093,344.7,43821,VIIRS
-35.68821,137.05891,308.5,43821,VIIRS
-35.68758,137.05382,299.3,43821,VIIRS
-35.67868,136.95363,312,43821,VIIRS
-35.69326,137.09941,296.3,43821,VIIRS
-35.69054,137.04807,353.3,43821,VIIRS
-35.69387,137.10432,304.8,43821,VIIRS
-35.69118,137.05315,322.7,43821,VIIRS
-35.67805,136.94868,300.6,43821,VIIRS
-35.6981,137.10858,331.9,43821,VIIRS
-35.68163,136.94788,303.5,43821,VIIRS
-35.74961,136.93405,331.6,43821,VIIRS
-35.69748,137.10362,312.6,43821,VIIRS
-35.71782,137.08914,298.9,43821,VIIRS
-35.70169,137.10783,328.6,43821,VIIRS
-35.69541,137.05748,353.2,43821,VIIRS
-35.69478,137.05247,333.4,43821,VIIRS
-35.70107,137.10286,335.3,43821,VIIRS
-35.69603,137.0625,336.6,43821,VIIRS
-35.69135,136.87999,309.3,43821,VIIRS
-35.68226,136.95288,305.3,43821,VIIRS
-35.70046,137.09795,295.9,43821,VIIRS
-35.68288,136.95787,298.6,43821,VIIRS
-35.70958,137.02373,326.3,43821,VIIRS
-35.69963,137.06175,298.3,43821,VIIRS
-35.70467,137.10213,320.9,43821,VIIRS
-35.699,137.05678,318.3,43821,VIIRS
-35.69197,136.88492,323.3,43821,VIIRS
-35.70599,137.02444,314.5,43821,VIIRS
-35.71421,137.08986,301.6,43821,VIIRS
-35.74603,136.93477,299.5,43821,VIIRS
-35.71803,137.03232,308,43821,VIIRS
-35.72395,137.0209,295.1,43821,VIIRS
-35.71676,137.02231,321.4,43821,VIIRS
-35.71317,137.02303,326.5,43821,VIIRS
-35.69428,136.87427,302,43821,VIIRS
-35.72331,137.0159,315.2,43821,VIIRS
-35.71972,137.01662,298.1,43821,VIIRS
-35.71866,137.03734,296.1,43821,VIIRS
-35.70685,136.88667,324.3,43821,VIIRS
-35.72035,137.02161,309.9,43821,VIIRS
-35.74373,136.94548,296.8,43821,VIIRS
-35.71043,136.88599,333.5,43821,VIIRS
-35.71461,136.89011,323.3,43821,VIIRS
-35.7269,137.0152,309.8,43821,VIIRS
-35.714,136.88527,297.2,43821,VIIRS
-35.73496,137.04965,309.1,43821,VIIRS
-35.7305,137.01451,304.5,43821,VIIRS
-35.75254,136.92836,302.9,43821,VIIRS
-35.75089,136.94403,297.3,43821,VIIRS
-35.76412,137.0183,297.7,43821,VIIRS
-35.70874,137.02985,356.2,43822,VIIRS
-35.68601,137.04007,334.1,43822,VIIRS
-35.71623,137.09569,304.1,43822,VIIRS
-35.70041,137.06357,316.9,43822,VIIRS
-35.69497,137.11456,317.2,43822,VIIRS
-35.69424,137.11021,305.1,43822,VIIRS
-35.68755,137.11192,317.6,43822,VIIRS
-35.68682,137.10756,306.2,43822,VIIRS
-35.63828,137.42723,302.4,43822,VIIRS
-35.68827,137.11626,296.8,43822,VIIRS
-35.69162,137.11539,314.2,43822,VIIRS
-35.69017,137.10672,301.1,43822,VIIRS
-35.6909,137.11107,310.6,43822,VIIRS
-35.69968,137.05922,312.2,43822,VIIRS
-35.69561,137.05569,298,43822,VIIRS
-35.67476,136.95207,315.9,43822,VIIRS
-35.69081,137.04791,341.4,43822,VIIRS
-35.69904,137.11806,310.3,43822,VIIRS
-35.69759,137.10938,303.7,43822,VIIRS
-35.69831,137.11371,311.2,43822,VIIRS
-35.69009,137.04358,350.9,43822,VIIRS
-35.69976,137.12241,296.9,43822,VIIRS
-35.68937,137.03922,344.3,43822,VIIRS
-35.69489,137.05138,309.6,43822,VIIRS
-35.70166,137.11288,305.3,43822,VIIRS
-35.70094,137.10855,305.9,43822,VIIRS
-35.69154,137.05222,296.4,43822,VIIRS
-35.69226,137.05655,295.9,43822,VIIRS
-35.69416,137.04704,336.7,43822,VIIRS
-35.70311,137.12158,309.4,43822,VIIRS
-35.70238,137.11722,305.5,43822,VIIRS
-35.69344,137.04274,367,43822,VIIRS
-35.67813,136.95131,320.1,43822,VIIRS
-35.69272,137.03839,338.9,43822,VIIRS
-35.69534,137.03322,333.5,43822,VIIRS
-35.69896,137.05486,319.8,43822,VIIRS
-35.70646,137.12074,300.1,43822,VIIRS
-35.69679,137.04189,343.4,43822,VIIRS
-35.68148,136.95049,313.5,43822,VIIRS
-35.69823,137.05055,329.6,43822,VIIRS
-35.69751,137.04622,346.7,43822,VIIRS
-35.70303,137.05838,332.2,43822,VIIRS
-35.70566,137.05321,330.7,43822,VIIRS
-35.71551,137.09137,319.9,43822,VIIRS
-35.70231,137.05403,324.8,43822,VIIRS
-35.69869,137.03238,330.6,43822,VIIRS
-35.70159,137.04971,340.6,43822,VIIRS
-35.70086,137.04536,346.9,43822,VIIRS
-35.70953,137.09735,299.3,43822,VIIRS
-35.70494,137.04887,349.8,43822,VIIRS
-35.70448,137.06706,302.4,43822,VIIRS
-35.70376,137.06274,332.7,43822,VIIRS
-35.71026,137.10172,302.7,43822,VIIRS
-35.70204,137.03154,332.8,43822,VIIRS
-35.7117,137.11041,301.9,43822,VIIRS
-35.71098,137.10608,301.8,43822,VIIRS
-35.71216,137.09219,331.6,43822,VIIRS
-35.71479,137.08705,307.7,43822,VIIRS
-35.71505,137.10957,309.3,43822,VIIRS
-35.71144,137.08788,328.4,43822,VIIRS
-35.70639,137.05756,317.5,43822,VIIRS
-35.71433,137.10522,310.6,43822,VIIRS
-35.71361,137.10089,313.2,43822,VIIRS
-35.71288,137.09653,312.9,43822,VIIRS
-35.70684,137.03937,344.2,43822,VIIRS
-35.70612,137.03503,312.3,43822,VIIRS
-35.70539,137.0307,346.4,43822,VIIRS
-35.70756,137.0437,349.2,43822,VIIRS
-35.70467,137.02635,303.1,43822,VIIRS
-35.70901,137.05238,322.7,43822,VIIRS
-35.70829,137.04805,335.2,43822,VIIRS
-35.70802,137.02551,315,43822,VIIRS
-35.71038,136.89091,309.3,43822,VIIRS
-35.71091,137.04288,324.6,43822,VIIRS
-35.71019,137.03854,351.8,43822,VIIRS
-35.70947,137.03419,367,43822,VIIRS
-35.70964,136.88652,303,43822,VIIRS
-35.71137,137.02466,303.4,43822,VIIRS
-35.68727,136.88075,303.2,43822,VIIRS
-35.688,136.8851,323.1,43822,VIIRS
-35.73417,137.05257,298.1,43822,VIIRS
-35.71209,137.02902,316.2,43822,VIIRS
-35.71761,137.04118,295.2,43822,VIIRS
-35.69137,136.88434,313.6,43822,VIIRS
-35.71448,136.89447,295.6,43822,VIIRS
-35.73096,137.0127,298.2,43822,VIIRS
-35.7343,137.01184,297.2,43822,VIIRS
-35.73934,136.93806,299.9,43822,VIIRS
-35.73172,137.05186,345.1,43823,VIIRS
-35.73641,137.05234,341.9,43823,VIIRS
-35.92516,137.04178,337.9,43823,VIIRS
-35.73372,137.05396,342.3,43823,VIIRS
-35.75804,137.04507,340.3,43823,VIIRS
-35.70884,137.04309,346,43823,VIIRS
-35.67868,136.94797,341.2,43823,VIIRS
-35.70513,137.03078,355.2,43823,VIIRS
-35.70835,137.04893,354.9,43823,VIIRS
-35.71429,137.09094,346.1,43823,VIIRS
-35.72754,137.04547,350.5,43823,VIIRS
-35.70738,137.06073,338.1,43823,VIIRS
-35.70689,137.06657,345.3,43823,VIIRS
-35.70465,137.03664,367,43823,VIIRS
-35.70417,137.0424,355.6,43823,VIIRS
-35.70981,137.03139,349,43823,VIIRS
-35.70932,137.03726,352.3,43823,VIIRS
-35.70369,137.04819,345.7,43823,VIIRS
-35.70321,137.05405,337.8,43823,VIIRS
-35.70272,137.05998,349.8,43823,VIIRS
-35.67822,136.95384,351.5,43823,VIIRS
-35.6953,137.03542,353.4,43823,VIIRS
-35.69997,137.03604,367,43823,VIIRS
-35.69482,137.04121,334,43823,VIIRS
-35.69949,137.04181,355.8,43823,VIIRS
-35.70045,137.03015,343.2,43823,VIIRS
-35.68826,137.06367,339.3,43823,VIIRS
-35.68491,137.10448,343.8,43823,VIIRS
-35.72663,137.04413,344.5,43823,VIIRS
-35.70298,137.12006,336,43823,VIIRS
-35.73317,137.04727,367,43823,VIIRS
-35.70866,137.0535,333.3,43823,VIIRS
-35.70435,137.04321,330.8,43823,VIIRS
-35.70588,137.0405,333.3,43823,VIIRS
-35.68184,136.94792,329.7,43823,VIIRS
-35.67939,136.95592,334,43823,VIIRS
-35.67459,136.95375,309,43823,VIIRS
-35.67178,137.02159,329,43823,VIIRS
-35.67312,137.02805,325.9,43823,VIIRS
-35.67714,137.02722,317.2,43823,VIIRS
-35.67581,137.02077,329.3,43823,VIIRS
-35.7168,137.03415,302.9,43823,VIIRS
-35.70855,137.05771,318.5,43823,VIIRS
-35.70727,137.05142,317.7,43823,VIIRS
-35.67432,136.95268,306.5,43823,VIIRS
-35.71154,137.04903,329.5,43823,VIIRS
-35.70759,137.05017,304.8,43823,VIIRS
-35.7089,137.05641,333.9,43823,VIIRS
-35.70628,137.04393,302.1,43823,VIIRS
-35.71548,137.04782,299.6,43823,VIIRS
-35.71285,137.05525,329.4,43823,VIIRS
-35.71417,137.0416,306.4,43823,VIIRS
-35.70816,136.89305,308.3,43823,VIIRS
-35.73771,137.05391,312.7,43823,VIIRS
-35.73721,137.05504,367,43824,VIIRS
-35.70642,137.05669,367,43824,VIIRS
-35.71714,137.09003,335.4,43824,VIIRS
-35.73716,137.05316,367,43824,VIIRS
-35.73743,137.04958,342.1,43824,VIIRS
-35.71741,137.09187,340.2,43824,VIIRS
-35.70735,136.89525,342.1,43824,VIIRS
-35.70761,136.88924,367,43824,VIIRS
-35.7071,136.90094,367,43824,VIIRS
-35.67718,137.02582,345,43824,VIIRS
-35.67837,136.99788,339.1,43824,VIIRS
-35.6728,137.0271,367,43824,VIIRS
-35.73576,137.05367,367,43824,VIIRS
-35.71073,136.90421,342.8,43824,VIIRS
-35.7148,137.08827,334.6,43824,VIIRS
-35.73689,137.04938,350.7,43824,VIIRS
-35.67961,137.02353,346.8,43824,VIIRS
-35.70752,136.89413,353.3,43824,VIIRS
-35.70533,136.90256,348.6,43824,VIIRS
-35.67161,137.03165,337.6,43824,VIIRS
-35.70405,136.86276,349.9,43824,VIIRS
-35.67438,136.95387,367,43824,VIIRS
-35.72056,137.04677,304.8,43824,VIIRS
-35.71239,137.05772,305.8,43824,VIIRS
-35.67387,136.95294,300.5,43824,VIIRS
-35.67482,136.95351,303.4,43824,VIIRS
-35.71556,137.04866,310.7,43824,VIIRS
-35.7128,137.03778,306.7,43824,VIIRS
-35.71464,137.04504,300.6,43824,VIIRS
-35.72646,137.04846,303.3,43824,VIIRS
-35.72147,137.05037,300.4,43824,VIIRS
-35.72555,137.04486,300.1,43824,VIIRS
-35.67682,137.03706,346.2,43825,VIIRS
-35.68957,137.04041,344.1,43825,VIIRS
-35.68819,136.96123,351.3,43826,VIIRS
-35.7107,137.03868,348,43826,VIIRS
-35.81964,136.77219,367,43829,VIIRS
-35.81939,136.77689,367,43829,VIIRS
-35.82559,136.76764,345.6,43829,VIIRS
-35.82534,136.7724,345.6,43829,VIIRS
-35.82509,136.77713,351.8,43829,VIIRS
-35.82485,136.78183,341.8,43829,VIIRS
-35.83453,136.70644,335.2,43829,VIIRS
-35.83428,136.71126,352.8,43829,VIIRS
-35.80822,136.77177,367,43829,VIIRS
-35.81345,136.78128,367,43829,VIIRS
-35.80129,136.7726,354.8,43829,VIIRS
-35.81321,136.78583,367,43829,VIIRS
-35.81989,136.76746,331.4,43829,VIIRS
-35.81915,136.78152,354.2,43829,VIIRS
-35.80798,136.77641,367,43829,VIIRS
-35.80774,136.78101,367,43829,VIIRS
-35.80751,136.7856,367,43829,VIIRS
-35.81368,136.7767,367,43829,VIIRS
-35.81393,136.77208,367,43829,VIIRS
-35.80102,136.77724,342.6,43829,VIIRS
-35.79043,136.78444,349.5,43829,VIIRS
-35.80229,136.77606,356.6,43829,VIIRS
-35.80846,136.76707,352.3,43829,VIIRS
-35.80727,136.79018,342.6,43829,VIIRS
-35.80205,136.78069,350.3,43829,VIIRS
-35.80157,136.78995,367,43829,VIIRS
-35.80252,136.77139,367,43829,VIIRS
-35.79019,136.78917,367,43829,VIIRS
-35.79636,136.78032,367,43829,VIIRS
-35.80277,136.76666,344.3,43829,VIIRS
-35.79588,136.78963,367,43829,VIIRS
-35.79683,136.77094,367,43829,VIIRS
-35.79707,136.76624,345.1,43829,VIIRS
-35.80022,136.79115,367,43829,VIIRS
-35.79067,136.77971,354.6,43829,VIIRS
-35.79115,136.77026,350.2,43829,VIIRS
-35.80156,136.76791,353.9,43829,VIIRS
-35.7956,136.77214,355.9,43829,VIIRS
-35.79453,136.79083,367,43829,VIIRS
-35.79587,136.76744,351,43829,VIIRS
-35.78912,136.78564,355.5,43829,VIIRS
-35.78885,136.79039,349.1,43829,VIIRS
-35.78938,136.78091,367,43829,VIIRS
-35.78992,136.77145,340.4,43829,VIIRS
-35.79019,136.76672,330.4,43829,VIIRS
-35.8248,136.7831,347.6,43829,VIIRS
-35.80529,136.79225,340.3,43829,VIIRS
-35.80797,136.77567,354.3,43829,VIIRS
-35.81359,136.77811,367,43829,VIIRS
-35.8275,136.77338,355.4,43829,VIIRS
-35.82616,136.77821,341.8,43829,VIIRS
-35.81079,136.78816,367,43829,VIIRS
-35.82883,136.76859,355.2,43829,VIIRS
-35.81918,136.78065,346.1,43829,VIIRS
-35.8178,136.7856,351.3,43829,VIIRS
-35.8164,136.79065,367,43829,VIIRS
-35.82054,136.77577,367,43829,VIIRS
-35.83806,136.71274,341.5,43829,VIIRS
-35.8052,136.78558,354.8,43829,VIIRS
-35.80939,136.79314,337.1,43829,VIIRS
-35.83109,136.71523,367,43829,VIIRS
-35.81496,136.77319,367,43829,VIIRS
-35.82545,136.71294,367,43829,VIIRS
-35.81219,136.78313,349.8,43829,VIIRS
-35.81764,136.76355,338,43829,VIIRS
-35.80658,136.78062,367,43829,VIIRS
-35.80381,136.79056,367,43829,VIIRS
-35.83242,136.71043,346.5,43829,VIIRS
-35.82885,136.77501,338.8,43829,VIIRS
-35.82653,136.71423,367,43829,VIIRS
-35.81071,136.76584,352.6,43829,VIIRS
-35.83016,136.77017,367,43829,VIIRS
-35.82753,136.77985,342.4,43829,VIIRS
-35.82323,136.77254,367,43829,VIIRS
-35.82191,136.7774,357.1,43829,VIIRS
-35.82058,136.78232,352.4,43829,VIIRS
-35.81922,136.78731,331.9,43829,VIIRS
-35.80937,136.77727,367,43829,VIIRS
-35.81361,136.78482,367,43829,VIIRS
-35.81765,136.76996,367,43829,VIIRS
-35.81223,136.78987,367,43829,VIIRS
-35.81632,136.77484,367,43829,VIIRS
-35.81498,136.77979,367,43829,VIIRS
-35.80801,136.78229,367,43829,VIIRS
-35.83348,136.71173,367,43829,VIIRS
-35.81087,136.79488,333.8,43829,VIIRS
-35.80665,136.78728,367,43829,VIIRS
-35.83477,136.70694,349.1,43829,VIIRS
-35.79403,136.78738,367,43829,VIIRS
-35.82915,136.70459,331.6,43829,VIIRS
-35.80239,136.77983,367,43829,VIIRS
-35.81339,136.76254,334.3,43829,VIIRS
-35.81074,136.77228,349.2,43829,VIIRS
-35.79967,136.78975,367,43829,VIIRS
-35.80509,136.76991,367,43829,VIIRS
-35.80642,136.76505,347.6,43829,VIIRS
-35.80374,136.77486,353.6,43829,VIIRS
-35.80103,136.78479,351.3,43829,VIIRS
-35.79674,136.77748,367,43829,VIIRS
-35.79539,136.78242,353.8,43829,VIIRS
-35.79268,136.7923,351.7,43829,VIIRS
-35.79943,136.76761,367,43829,VIIRS
-35.79809,136.77254,351.7,43829,VIIRS
-35.80076,136.76276,348.3,43829,VIIRS
-35.79373,136.76546,348.1,43829,VIIRS
-35.78833,136.7852,337.4,43829,VIIRS
-35.7608,136.73798,307.5,43829,VIIRS
-35.80212,136.80069,336,43829,VIIRS
-35.80067,136.79451,338.5,43829,VIIRS
-35.75941,136.72731,305.2,43829,VIIRS
-35.76089,136.73352,339.7,43829,VIIRS
-35.75619,136.73515,348.4,43829,VIIRS
-35.77029,136.73029,356,43829,VIIRS
-35.76236,136.73978,296.1,43829,VIIRS
-35.7688,136.724,339.6,43829,VIIRS
-35.76559,136.73189,353.7,43829,VIIRS
-35.76411,136.72565,318.7,43829,VIIRS
-35.77499,136.72868,339.1,43829,VIIRS
-35.7735,136.72234,339,43829,VIIRS
-35.7975,136.80254,325.9,43829,VIIRS
-35.79137,136.79805,295.8,43829,VIIRS
-35.79603,136.79633,328.9,43829,VIIRS
-35.75928,136.73178,340.9,43829,VIIRS
-35.7844,136.7254,306.2,43829,VIIRS
-35.79636,136.8006,334.5,43829,VIIRS
-35.76716,136.72227,296.6,43829,VIIRS
-35.76398,136.73015,347.7,43829,VIIRS
-35.7702,136.73476,332.8,43829,VIIRS
-35.7655,136.73637,337.3,43829,VIIRS
-35.76868,136.72852,356.3,43829,VIIRS
-35.76247,136.72394,295.6,43829,VIIRS
-35.77185,136.72061,301.9,43829,VIIRS
-35.7902,136.79613,296,43829,VIIRS
-35.77491,136.73317,300.8,43829,VIIRS
-35.77338,136.7269,367,43829,VIIRS
-35.80561,136.79692,355.6,43829,VIIRS
-35.77809,136.7253,297.6,43829,VIIRS
-35.80099,136.79878,343.2,43829,VIIRS
-35.79187,136.78204,296.1,43829,VIIRS
-35.78279,136.72366,295.1,43829,VIIRS
-35.78433,136.73003,299.2,43829,VIIRS
-35.80878,136.78905,296.3,43829,VIIRS
-35.82904,136.76781,296.2,43829,VIIRS
-35.81368,136.76729,298.5,43829,VIIRS
-35.81023,136.79507,349.5,43829,VIIRS
-35.81488,136.79327,342.3,43829,VIIRS
-35.81953,136.79156,295.3,43829,VIIRS
-35.81099,136.7139,296.4,43829,VIIRS
-35.80632,136.71567,298.3,43829,VIIRS
-35.82497,136.7085,333.5,43829,VIIRS
-35.8203,136.71025,297.3,43829,VIIRS
-35.82963,136.70668,296.4,43829,VIIRS
-35.83263,136.71922,295,43829,VIIRS
-35.77005,136.72861,349.2,43829,VIIRS
-35.76327,136.73697,322.9,43829,VIIRS
-35.76435,136.72321,298.1,43829,VIIRS
-35.76456,136.73097,348.7,43829,VIIRS
-35.75762,136.73146,309.3,43829,VIIRS
-35.75783,136.73927,301.9,43829,VIIRS
-35.7631,136.72923,339.2,43829,VIIRS
-35.77129,136.72275,326.5,43829,VIIRS
-35.76477,136.73869,308.6,43829,VIIRS
-35.75633,136.73756,304.7,43829,VIIRS
-35.7715,136.73039,331.9,43829,VIIRS
-35.79954,136.80246,306.4,43829,VIIRS
-35.79937,136.7948,313.9,43829,VIIRS
-35.76988,136.72096,303.1,43829,VIIRS
-35.77021,136.73634,303.4,43829,VIIRS
-35.81333,136.79509,343.1,43829,VIIRS
-35.80635,136.79489,314.9,43829,VIIRS
-35.83493,136.71913,333.3,43830,VIIRS
-35.82774,136.71019,339.8,43830,VIIRS
-35.82054,136.70149,339.4,43830,VIIRS
-35.82765,136.71925,352.6,43830,VIIRS
-35.82756,136.7282,349.7,43830,VIIRS
-35.82019,136.73711,367,43830,VIIRS
-35.82028,136.7282,354.5,43830,VIIRS
-35.82046,136.71022,367,43830,VIIRS
-35.82037,136.71915,367,43830,VIIRS
-35.80579,136.73361,348.8,43830,VIIRS
-35.82788,136.71553,345.5,43830,VIIRS
-35.80566,136.7426,347.3,43830,VIIRS
-35.82774,136.72455,354,43830,VIIRS
-35.82802,136.70651,344,43830,VIIRS
-35.8206,136.7155,367,43830,VIIRS
-35.82046,136.72453,367,43830,VIIRS
-35.82033,136.73351,367,43830,VIIRS
-35.82073,136.7067,367,43830,VIIRS
-35.81345,136.70694,335.4,43830,VIIRS
-35.81293,136.74257,367,43830,VIIRS
-35.81332,136.71573,343.4,43830,VIIRS
-35.81214,136.79485,367,43830,VIIRS
-35.81319,136.7245,348.4,43830,VIIRS
-35.81306,136.73343,346.4,43830,VIIRS
-35.81201,136.80347,330.2,43830,VIIRS
-35.80591,136.72476,367,43830,VIIRS
-35.80553,136.75163,367,43830,VIIRS
-35.80488,136.79529,367,43830,VIIRS
-35.5229,138.19585,349.3,43830,VIIRS
-35.80617,136.70686,330.6,43830,VIIRS
-35.80604,136.71584,331.7,43830,VIIRS
-35.79877,136.71541,341.6,43830,VIIRS
-35.79864,136.72443,356.3,43830,VIIRS
-35.79839,136.74254,351.9,43830,VIIRS
-35.79826,136.75165,367,43830,VIIRS
-35.79813,136.76062,340.6,43830,VIIRS
-35.79852,136.73343,367,43830,VIIRS
-35.7915,136.71465,367,43830,VIIRS
-35.791,136.75119,367,43830,VIIRS
-35.79087,136.76006,367,43830,VIIRS
-35.79138,136.72371,357.4,43830,VIIRS
-35.79125,136.73286,345.9,43830,VIIRS
-35.78423,136.71397,331.9,43830,VIIRS
-35.78387,136.7413,355.8,43830,VIIRS
-35.78374,136.75035,351.2,43830,VIIRS
-35.78362,136.75917,343.5,43830,VIIRS
-35.74714,136.77333,338.2,43830,VIIRS
-35.77649,136.74945,367,43830,VIIRS
-35.74639,136.75627,355,43830,VIIRS
-35.77637,136.75829,367,43830,VIIRS
-35.76946,136.73093,349.9,43830,VIIRS
-35.77661,136.74048,339.3,43830,VIIRS
-35.77625,136.76741,348.1,43830,VIIRS
-35.76923,136.74867,348.4,43830,VIIRS
-35.76935,136.73975,367,43830,VIIRS
-35.76912,136.75757,367,43830,VIIRS
-35.769,136.76651,339.8,43830,VIIRS
-35.76957,136.72206,367,43830,VIIRS
-35.76197,136.74812,355.9,43830,VIIRS
-35.76186,136.75706,355.5,43830,VIIRS
-35.76164,136.77454,350.2,43830,VIIRS
-35.7545,136.76521,350.6,43830,VIIRS
-35.75492,136.73019,350,43830,VIIRS
-35.75482,136.73877,352.6,43830,VIIRS
-35.78331,136.72331,354.5,43830,VIIRS
-35.76878,136.72246,367,43830,VIIRS
-35.78314,136.73241,350.3,43830,VIIRS
-35.78297,136.74153,352.7,43830,VIIRS
-35.78264,136.75937,346.8,43830,VIIRS
-35.7828,136.75053,349.6,43830,VIIRS
-35.77556,136.74969,367,43830,VIIRS
-35.76815,136.75789,367,43830,VIIRS
-35.7754,136.75854,367,43830,VIIRS
-35.78348,136.71425,336.1,43830,VIIRS
-35.77523,136.76764,333.9,43830,VIIRS
-35.77605,136.72285,331.2,43830,VIIRS
-35.77572,136.74077,344.4,43830,VIIRS
-35.76799,136.76677,345.5,43830,VIIRS
-35.76105,136.74849,357.5,43830,VIIRS
-35.76862,136.73128,351.5,43830,VIIRS
-35.76831,136.74898,345.4,43830,VIIRS
-35.76058,136.77483,341,43830,VIIRS
-35.7541,136.73064,337.8,43830,VIIRS
-35.75395,136.73921,352,43830,VIIRS
-35.75349,136.76555,350.6,43830,VIIRS
-35.81667,136.79587,337.3,43830,VIIRS
-35.82514,136.71825,352.5,43830,VIIRS
-35.81537,136.80147,353.6,43830,VIIRS
-35.83334,136.72386,367,43830,VIIRS
-35.83205,136.77116,335.4,43830,VIIRS
-35.82443,136.72076,353.6,43830,VIIRS
-35.81798,136.79021,338.1,43830,VIIRS
-35.80963,136.80536,342,43830,VIIRS
-35.83206,136.70885,345.1,43830,VIIRS
-35.82313,136.76799,354.7,43830,VIIRS
-35.83713,136.70746,340.5,43830,VIIRS
-35.83588,136.71291,337.7,43830,VIIRS
-35.83207,136.72937,348.4,43830,VIIRS
-35.83461,136.71838,343.9,43830,VIIRS
-35.82316,136.72624,340.3,43830,VIIRS
-35.81869,136.76634,344.5,43830,VIIRS
-35.82889,136.72229,341.2,43830,VIIRS
-35.82762,136.72778,351.2,43830,VIIRS
-35.82506,136.73883,343.7,43830,VIIRS
-35.82634,136.73331,357.5,43830,VIIRS
-35.83268,136.70592,341.1,43830,VIIRS
-35.83016,136.71683,344.8,43830,VIIRS
-35.82061,136.73724,353.5,43830,VIIRS
-35.81934,136.74274,351,43830,VIIRS
-35.82961,136.71977,345,43830,VIIRS
-35.82823,136.70436,341.5,43830,VIIRS
-35.80787,136.75056,353.6,43830,VIIRS
-35.82696,136.70984,343.6,43830,VIIRS
-35.8257,136.7153,342.3,43830,VIIRS
-35.82251,136.70828,354.3,43830,VIIRS
-35.81488,136.74118,349.3,43830,VIIRS
-35.81362,136.7466,367,43830,VIIRS
-35.81997,136.71927,335.6,43830,VIIRS
-35.8187,136.72473,336.9,43830,VIIRS
-35.83281,136.72687,352.6,43830,VIIRS
-35.82837,136.72528,347.3,43830,VIIRS
-35.81655,136.79916,353.8,43830,VIIRS
-35.80915,136.7451,349.6,43830,VIIRS
-35.81679,136.7122,348.9,43830,VIIRS
-35.82712,136.7308,356.6,43830,VIIRS
-35.83529,136.71585,341,43830,VIIRS
-35.83405,136.72136,352.2,43830,VIIRS
-35.82587,136.73634,352.2,43830,VIIRS
-35.83652,136.71037,343.6,43830,VIIRS
-35.78634,136.74086,367,43830,VIIRS
-35.81449,136.74417,367,43830,VIIRS
-35.81747,136.70966,352.3,43830,VIIRS
-35.82761,136.70731,346.7,43830,VIIRS
-35.76065,136.76891,356,43830,VIIRS
-35.80879,136.74811,354.7,43830,VIIRS
-35.82316,136.70573,349.4,43830,VIIRS
-35.79086,136.74222,353,43830,VIIRS
-35.80306,136.75211,355.7,43830,VIIRS
-35.79158,136.76024,367,43830,VIIRS
-35.80733,136.71202,345.7,43830,VIIRS
-35.81303,136.70805,340.9,43830,VIIRS
-35.80358,136.72856,354,43830,VIIRS
-35.7896,136.74774,355.9,43830,VIIRS
-35.80161,136.71606,345.9,43830,VIIRS
-35.7966,136.73813,356.8,43830,VIIRS
-35.7921,136.73674,367,43830,VIIRS
-35.80285,136.71056,343.9,43830,VIIRS
-35.7645,136.75209,367,43830,VIIRS
-35.77676,136.76181,351.7,43830,VIIRS
-35.77478,136.7493,367,43830,VIIRS
-35.79009,136.72438,354.8,43830,VIIRS
-35.78884,136.72989,367,43830,VIIRS
-35.7876,136.73537,347.9,43830,VIIRS
-35.77802,136.75624,354.9,43830,VIIRS
-35.7735,136.75491,367,43830,VIIRS
-35.78559,136.72302,346,43830,VIIRS
-35.78434,136.72852,351.9,43830,VIIRS
-35.76773,136.75906,367,43830,VIIRS
-35.76323,136.75764,367,43830,VIIRS
