latitude,longitude,brightness,acq_date,instrument
-35.989,136.821,418.2,43833,MODIS
-35.992,136.748,503.6,43833,MODIS
-35.997,136.774,506.3,43833,MODIS
-35.974,136.855,359.9,43833,MODIS
-35.972,136.867,350.3,43833,MODIS
-35.973,136.805,466.1,43833,MODIS
-35.975,136.793,427.5,43833,MODIS
-35.963,136.834,454.6,43833,MODIS
-35.816,136.631,375.6,43833,MODIS
-35.818,136.619,344.2,43833,MODIS
-35.807,136.689,352.8,43833,MODIS
-35.793,136.772,383.3,43833,MODIS
-35.805,136.671,371.7,43833,MODIS
-35.79,136.766,381.4,43833,MODIS
-35.801,136.634,382.4,43833,MODIS
-35.795,136.669,389,43833,MODIS
-36.021,136.743,505,43833,MODIS
-35.756,136.672,351.8,43833,MODIS
-35.829,136.67,378.7,43833,MODIS
-35.822,136.656,342.2,43833,MODIS
-35.846,136.687,396.9,43833,MODIS
-35.825,136.694,384.9,43833,MODIS
-35.838,136.673,355.1,43833,MODIS
-35.823,136.706,347.2,43833,MODIS
-35.817,136.803,374.6,43833,MODIS
-35.847,136.675,372.5,43833,MODIS
-35.815,136.815,346.4,43833,MODIS
-35.866,136.619,371,43833,MODIS
-35.834,136.758,362.7,43833,MODIS
-35.844,136.699,343.6,43833,MODIS
-35.84,136.784,346.8,43833,MODIS
-35.855,136.689,413.3,43833,MODIS
-35.842,136.772,377.8,43833,MODIS
-35.853,136.701,357.8,43833,MODIS
-35.866,136.68,396.7,43833,MODIS
-35.952,136.844,372.2,43833,MODIS
-35.973,136.775,467,43833,MODIS
-36.057,136.703,386.3,43833,MODIS
-35.779,136.653,356,43833,MODIS
-35.791,136.784,357.6,43833,MODIS
-35.778,136.775,342.1,43833,MODIS
-35.786,136.667,363.4,43833,MODIS
-35.784,136.678,349.2,43833,MODIS
-35.788,136.778,360.3,43833,MODIS
-35.812,136.624,344.2,43833,MODIS
-35.776,136.787,345.9,43833,MODIS
-36.003,136.738,487,43833,MODIS
-35.81,136.666,375.2,43833,MODIS
-35.795,136.76,373.5,43833,MODIS
-35.808,136.678,346.3,43833,MODIS
-35.967,136.841,382.1,43833,MODIS
-35.827,136.621,349.8,43833,MODIS
-35.984,136.733,409.5,43833,MODIS
-35.825,136.633,360.9,43833,MODIS
-35.978,136.769,505.3,43833,MODIS
-35.969,136.829,467.1,43833,MODIS
-35.977,136.781,404.8,43833,MODIS
-35.986,136.783,415.6,43833,MODIS
-35.995,136.724,426.4,43833,MODIS
-35.997,136.712,417.8,43833,MODIS
-36.007,136.714,441.6,43833,MODIS
-35.98,136.819,464.6,43833,MODIS
-35.97,136.879,342,43833,MODIS
-35.978,136.831,419.7,43833,MODIS
-36.034,136.721,505.2,43833,MODIS
-36.001,136.75,506.4,43833,MODIS
-35.995,136.786,414.1,43833,MODIS
-36.01,136.814,376.7,43833,MODIS
-35.98,136.881,355.3,43833,MODIS
-36.031,136.745,504.6,43833,MODIS
-36.033,136.733,505.3,43833,MODIS
-36.04,136.748,473.3,43833,MODIS
-36.051,136.738,414.9,43833,MODIS
-36.071,136.774,319.7,43833,MODIS
-36.053,136.726,438.2,43833,MODIS
-36.055,136.714,413.1,43833,MODIS
-35.907,136.82,478.5,43833,MODIS
-36.045,136.774,389.5,43833,MODIS
-36.066,136.705,371.2,43833,MODIS
-35.879,136.658,356.2,43833,MODIS
-35.855,136.751,397.2,43833,MODIS
-35.849,136.786,381.3,43833,MODIS
-35.881,136.647,344.2,43833,MODIS
-35.847,136.798,421.2,43833,MODIS
-35.89,136.649,352.1,43833,MODIS
-35.875,136.682,426.3,43833,MODIS
-35.864,136.753,464.3,43833,MODIS
-35.873,136.694,441.4,43833,MODIS
-35.892,136.637,339.7,43833,MODIS
-35.856,136.801,425.7,43833,MODIS
-35.877,136.732,368.3,43833,MODIS
-35.886,136.673,422.7,43833,MODIS
-35.888,136.661,383.1,43833,MODIS
-35.896,136.675,401.2,43833,MODIS
-35.871,136.767,503.1,43833,MODIS
-35.903,136.628,353.1,43833,MODIS
-35.868,136.791,432.1,43833,MODIS
-35.902,136.732,379.1,43833,MODIS
-35.901,136.683,408.6,43833,MODIS
-35.883,136.758,359.3,43833,MODIS
-35.89,136.71,428.1,43833,MODIS
-35.886,136.734,363,43833,MODIS
-35.875,136.805,433.2,43833,MODIS
-35.903,136.671,406.8,43833,MODIS
-35.873,136.817,409.5,43833,MODIS
-35.881,136.801,436,43833,MODIS
-35.895,136.718,429.9,43833,MODIS
-35.897,136.706,479,43833,MODIS
-35.904,136.721,400.8,43833,MODIS
-35.921,136.615,434.5,43833,MODIS
-35.906,136.709,492.4,43833,MODIS
-35.919,136.626,397.3,43833,MODIS
-35.911,136.796,375.6,43833,MODIS
-35.9,136.744,421.7,43833,MODIS
-35.887,136.827,352,43833,MODIS
-35.899,136.756,386.7,43833,MODIS
-35.923,136.664,363.2,43833,MODIS
-35.912,136.735,389.3,43833,MODIS
-35.921,136.676,385.3,43833,MODIS
-35.94,136.619,382.3,43833,MODIS
-35.904,136.782,340.1,43833,MODIS
-35.908,136.758,402.1,43833,MODIS
-35.913,136.784,341.6,43833,MODIS
-35.93,136.678,397.6,43833,MODIS
-35.917,136.761,394.4,43833,MODIS
-35.925,136.713,389.2,43833,MODIS
-35.951,136.732,436.6,43833,MODIS
-35.917,136.822,481.8,43833,MODIS
-35.94,136.68,375.2,43833,MODIS
-36.019,136.755,505,43833,MODIS
-35.932,136.728,399.4,43833,MODIS
-35.919,136.81,470.6,43833,MODIS
-35.93,136.739,395.6,43833,MODIS
-35.939,136.742,449.5,43833,MODIS
-35.949,136.683,362.6,43833,MODIS
-35.915,136.834,353.1,43833,MODIS
-35.928,136.813,443.5,43833,MODIS
-35.954,136.709,411,43833,MODIS
-35.926,136.825,440.3,43833,MODIS
-35.958,136.808,499.3,43833,MODIS
-35.982,136.715,401.5,43833,MODIS
-35.956,136.82,505,43833,MODIS
-35.96,136.796,385.3,43833,MODIS
-36.01,136.752,506.6,43833,MODIS
-36.023,136.731,505,43833,MODIS
-36.004,136.788,412.1,43833,MODIS
-36.025,136.719,500.9,43833,MODIS
-36.002,136.8,448.8,43833,MODIS
-35.962,136.784,376.9,43833,MODIS
-35.949,136.744,458,43833,MODIS
-35.937,136.815,503,43833,MODIS
-35.947,136.756,504.6,43833,MODIS
-35.932,136.851,347.9,43833,MODIS
-35.96,136.734,458.6,43833,MODIS
-35.968,136.687,377.4,43833,MODIS
-35.945,136.83,505.3,43833,MODIS
-35.954,136.77,417.4,43833,MODIS
-35.956,136.758,505.4,43833,MODIS
-35.964,136.772,463.4,43833,MODIS
-35.975,136.701,393.2,43833,MODIS
-35.965,136.76,505,43833,MODIS
-35.973,136.713,391.4,43833,MODIS
-35.775,136.676,369.5,43833,MODIS
-35.967,136.81,469.3,43833,MODIS
-35.764,136.686,345.9,43833,MODIS
-35.979,136.739,421,43833,MODIS
-35.969,136.798,391.1,43833,MODIS
-35.977,136.751,480,43833,MODIS
-35.766,136.674,372.3,43833,MODIS
-35.719,136.786,347.9,43833,MODIS
-35.771,136.639,378.2,43833,MODIS
-35.747,136.669,368.9,43833,MODIS
-35.769,136.65,383.1,43833,MODIS
-35.81,136.636,348.5,43833,MODIS
-35.807,136.659,339.2,43833,MODIS
-36.036,136.771,393.5,43833,MODIS
-35.793,136.681,343.5,43833,MODIS
-35.836,136.808,427.5,43833,MODIS
-35.814,136.704,439,43833,MODIS
-35.816,136.692,430.2,43833,MODIS
-35.82,136.668,380.4,43833,MODIS
-35.848,136.614,350.4,43833,MODIS
-35.855,136.628,350.9,43833,MODIS
-35.857,136.616,354,43833,MODIS
-35.826,136.805,456.6,43833,MODIS
-35.836,136.684,357.9,43833,MODIS
-35.845,136.748,374.1,43833,MODIS
-35.843,136.76,417.4,43833,MODIS
-35.859,136.666,393.7,43833,MODIS
-35.875,136.621,372.9,43833,MODIS
-35.79,136.643,360.4,43833,MODIS
-35.943,136.78,360.8,43833,MODIS
-35.803,136.622,343.5,43833,MODIS
-36.012,136.802,380.8,43833,MODIS
-36.029,136.757,504.4,43833,MODIS
-35.914,136.723,379.8,43833,MODIS
-35.889,136.815,463.6,43833,MODIS
-35.915,136.711,470.7,43833,MODIS
-35.91,136.747,466.1,43833,MODIS
-35.902,136.794,402.5,43833,MODIS
-35.896,136.83,348.5,43833,MODIS
-35.919,136.749,486.2,43833,MODIS
-35.942,136.668,366,43833,MODIS
-35.921,136.737,389.8,43833,MODIS
-35.945,136.706,383.7,43833,MODIS
-35.947,136.694,368.2,43833,MODIS
-35.924,136.837,353.9,43833,MODIS
-35.936,136.765,391.2,43833,MODIS
-35.954,136.832,504.3,43833,MODIS
-35.928,136.751,481,43833,MODIS
-35.926,136.763,390.2,43833,MODIS
-35.978,136.893,334.8,43833,MODIS
-36.027,136.707,426.1,43833,MODIS
-36.016,136.717,464.9,43833,MODIS
-36.008,136.764,506.6,43833,MODIS
-36.001,136.812,440.2,43833,MODIS
-35.952,136.782,367.7,43833,MODIS
-35.945,136.768,402.7,43833,MODIS
-35.933,136.839,374.6,43833,MODIS
-35.95,136.794,372.5,43833,MODIS
-35.971,136.786,377.3,43833,MODIS
-35.941,136.853,348.9,43833,MODIS
-35.943,136.841,373.3,43833,MODIS
-35.762,136.636,355.4,43833,MODIS
-35.749,136.658,424.8,43833,MODIS
-35.754,136.683,342.4,43833,MODIS
-35.76,136.648,438.1,43833,MODIS
-35.971,136.725,406.7,43833,MODIS
-35.781,136.641,381.8,43833,MODIS
-35.792,136.631,358.9,43833,MODIS
-35.965,136.822,479.4,43833,MODIS
-35.976,136.843,369.1,43833,MODIS
-35.971,136.817,495.4,43833,MODIS
-35.994,136.736,438.9,43833,MODIS
-35.634,137.223,342.4,43835,MODIS
-35.846,136.614,377.6,43835,MODIS
-35.66,137.24,325.6,43835,MODIS
-35.911,136.611,349.8,43835,MODIS
-36.046,136.702,366.6,43835,MODIS
-35.914,136.588,505.7,43835,MODIS
-35.945,137.1,333.1,43835,MODIS
-35.923,136.59,420.8,43835,MODIS
-35.912,136.599,413,43835,MODIS
-36.029,136.951,365.2,43835,MODIS
-35.75,136.647,347.7,43835,MODIS
-35.984,137.016,330.5,43835,MODIS
-36.032,136.928,398.3,43835,MODIS
-36.031,136.939,381.6,43835,MODIS
-35.921,136.601,431.2,43835,MODIS
-35.929,136.614,350.2,43835,MODIS
-36.053,136.716,382.8,43835,MODIS
-35.981,137.038,320.2,43835,MODIS
-35.92,136.612,357.3,43835,MODIS
-35.93,136.603,385.9,43835,MODIS
-35.909,136.622,327.3,43835,MODIS
-35.897,136.573,344.1,43835,MODIS
-35.895,136.584,348.7,43835,MODIS
-35.906,136.574,447.8,43835,MODIS
-35.904,136.586,501.8,43835,MODIS
-35.903,136.597,381.8,43835,MODIS
-35.943,137.111,370.5,43835,MODIS
-35.636,137.212,331.8,43835,MODIS
-35.651,137.238,334.9,43835,MODIS
-35.661,137.229,350.2,43835,MODIS
-35.752,136.636,342.7,43835,MODIS
-35.983,137.027,395.1,43835,MODIS
-35.75,136.632,311.8,43835,MODIS
-35.934,137.112,359.8,43836,MODIS
-35.847,136.614,377.2,43836,MODIS
-35.939,137.103,358.2,43836,MODIS
-35.767,136.62,370.1,43836,MODIS
-35.76,136.65,359.5,43836,MODIS
-35.804,136.61,448.4,43836,MODIS
-35.783,136.634,343.2,43836,MODIS
-35.831,136.556,365.5,43836,MODIS
-35.909,136.619,331.8,43836,MODIS
-35.902,136.585,383.9,43836,MODIS
-35.887,136.575,381.7,43836,MODIS
-35.702,137.248,378.1,43836,MODIS
-35.811,136.643,319.2,43836,MODIS
-35.758,137.202,329,43836,MODIS
-35.817,137.153,326.7,43836,MODIS
-35.881,136.609,367.9,43836,MODIS
-35.79,136.604,376.2,43836,MODIS
-35.866,136.599,326.5,43836,MODIS
-35.853,136.599,322.4,43836,MODIS
-35.717,137.253,364.5,43836,MODIS
-35.722,137.225,366.4,43836,MODIS
-35.824,137.12,324.1,43836,MODIS
-35.797,136.639,347,43836,MODIS
-35.724,137.221,346.8,43836,MODIS
-35.839,136.594,365.7,43836,MODIS
-35.746,137.193,323.8,43836,MODIS
-35.769,136.895,341.1,43836,MODIS
-35.762,136.659,332.5,43836,MODIS
-35.769,136.629,368.8,43836,MODIS
-35.71,137.215,347.1,43836,MODIS
-35.945,137.075,333.5,43836,MODIS
-35.714,137.257,371.9,43836,MODIS
-35.818,136.614,371.5,43836,MODIS
-35.788,136.596,323.4,43836,MODIS
-35.895,136.614,357.3,43836,MODIS
-35.766,137.17,324.7,43836,MODIS
-35.916,136.59,332.2,43836,MODIS
-35.888,136.58,392.6,43836,MODIS
-35.783,136.9,331.4,43836,MODIS
-35.937,137.107,355.3,43836,MODIS
-35.816,137.161,321.8,43836,MODIS
-35.852,136.594,332.3,43836,MODIS
-35.838,136.589,376.2,43836,MODIS
-35.77,136.89,346.3,43836,MODIS
-35.699,137.251,357.2,43836,MODIS
-35.867,136.604,338.2,43836,MODIS
-35.88,136.604,373.7,43836,MODIS
-35.776,136.863,340.2,43836,MODIS
-35.79,136.869,341.4,43836,MODIS
-35.873,136.57,346.6,43836,MODIS
-35.781,136.625,333.8,43836,MODIS
-35.659,137.232,336.6,43836,MODIS
-35.824,137.128,327.7,43836,MODIS
-35.874,136.575,379.7,43836,MODIS
-35.784,136.895,337.1,43836,MODIS
-35.791,136.864,336.8,43836,MODIS
-35.695,137.108,305.8,43836,MODIS
-35.693,137.13,310.6,43836,MODIS
-35.654,137.246,306.4,43836,MODIS
-35.818,137.152,300.3,43836,MODIS
-35.69,137.123,312,43836,MODIS
-35.8,136.608,315.9,43836,MODIS
-35.777,136.88,336.1,43836,MODIS
-35.794,136.603,301.2,43836,MODIS
-35.796,136.625,309.6,43836,MODIS
-35.846,136.618,300.4,43836,MODIS
-35.848,136.613,302.2,43836,MODIS
-35.812,136.61,351.9,43837,MODIS
-35.812,136.603,352.9,43837,MODIS
-35.805,136.64,336.1,43837,MODIS
-35.798,136.608,344.2,43837,MODIS
-35.82,136.635,335.9,43837,MODIS
-35.826,136.605,342.1,43837,MODIS
-35.785,136.886,325.8,43837,MODIS
-35.805,136.646,331.1,43837,MODIS
-35.816,137.156,336.6,43837,MODIS
-35.849,136.598,367.6,43837,MODIS
-35.776,136.625,357.4,43837,MODIS
-35.775,136.639,343.5,43837,MODIS
-36.027,136.923,361.6,43837,MODIS
-35.943,137.112,332.3,43837,MODIS
-35.858,136.615,425.1,43837,MODIS
-35.796,136.888,345.3,43837,MODIS
-35.798,136.874,373,43837,MODIS
-35.82,137.137,332.7,43837,MODIS
-35.8,136.86,347.6,43837,MODIS
-35.827,136.61,335.1,43837,MODIS
-35.828,137.144,348.5,43837,MODIS
-35.945,137.098,335.2,43837,MODIS
-35.875,136.608,365,43837,MODIS
-35.886,136.609,345,43837,MODIS
-35.793,136.634,360.2,43837,MODIS
-35.825,136.625,332.7,43837,MODIS
-35.712,137.274,375.3,43837,MODIS
-35.782,136.632,379.4,43837,MODIS
-35.735,137.066,334.1,43837,MODIS
-35.805,136.621,339.9,43837,MODIS
-35.721,137.289,363.2,43837,MODIS
-35.722,137.275,391.2,43837,MODIS
-35.727,137.058,366.4,43837,MODIS
-35.766,136.623,358.9,43837,MODIS
-35.879,136.618,330.4,43837,MODIS
-35.687,137.136,330.2,43837,MODIS
-35.872,136.586,367.4,43837,MODIS
-35.869,136.617,351.9,43837,MODIS
-35.848,136.613,340.2,43837,MODIS
-35.767,136.869,340.1,43837,MODIS
-35.794,136.619,354.2,43837,MODIS
-35.711,137.288,350.3,43837,MODIS
-35.712,137.281,376,43837,MODIS
-35.713,137.267,341.5,43837,MODIS
-35.785,136.641,343,43837,MODIS
-35.737,137.052,341.6,43837,MODIS
-35.786,136.887,333.7,43837,MODIS
-35.862,136.585,427.2,43837,MODIS
-35.818,137.151,345.6,43837,MODIS
-35.877,136.593,359.8,43837,MODIS
-36.028,136.909,373.9,43837,MODIS
-35.767,136.608,337.7,43837,MODIS
-35.935,137.097,344.2,43837,MODIS
-35.826,137.158,352.1,43837,MODIS
-35.87,136.601,403.3,43837,MODIS
-35.817,137.165,338.3,43837,MODIS
-35.881,136.603,352.7,43837,MODIS
-35.86,136.6,502.1,43837,MODIS
-35.851,136.583,336.2,43837,MODIS
-35.787,136.626,352.9,43837,MODIS
-35.74,137.208,354,43837,MODIS
-35.745,136.598,341.2,43837,MODIS
-35.685,137.123,309.3,43837,MODIS
-35.868,136.602,302.5,43837,MODIS
-35.842,136.574,309.3,43837,MODIS
-35.665,137.118,326.8,43837,MODIS
-35.808,136.593,306.5,43837,MODIS
-35.825,136.611,319.7,43837,MODIS
-35.866,136.608,300.6,43837,MODIS
-35.755,136.6,328.3,43837,MODIS
-35.818,136.595,322.6,43837,MODIS
-35.662,137.132,316.9,43837,MODIS
-35.664,137.134,309.1,43837,MODIS
-35.821,136.624,328.3,43837,MODIS
-35.813,136.584,341,43837,MODIS
-35.817,136.603,399.9,43837,MODIS
-35.933,137.1,330,43838,MODIS
-35.773,136.603,386.7,43838,MODIS
-35.639,137.219,340.9,43838,MODIS
-35.689,137.121,335.4,43838,MODIS
-35.831,136.614,355.9,43838,MODIS
-35.69,137.132,331.3,43838,MODIS
-35.661,137.127,356.1,43838,MODIS
-35.866,136.612,388.9,43838,MODIS
-35.865,136.601,371.8,43838,MODIS
-35.775,136.614,388.5,43838,MODIS
-35.829,136.603,361,43838,MODIS
-35.8,136.864,345.6,43838,MODIS
-35.762,136.594,351.5,43838,MODIS
-35.671,137.125,336.1,43838,MODIS
-35.784,136.612,405.5,43838,MODIS
-35.755,136.607,352.7,43838,MODIS
-35.782,136.601,384.2,43838,MODIS
-35.822,136.858,361.3,43838,MODIS
-35.874,136.604,326.9,43838,MODIS
-35.685,137.139,336,43838,MODIS
-35.933,137.102,329.6,43838,MODIS
-35.636,137.228,335.1,43838,MODIS
-35.803,136.868,335.1,43838,MODIS
-35.768,136.606,356,43838,MODIS
-35.931,137.096,335.2,43838,MODIS
-35.795,136.595,383.8,43838,MODIS
-35.908,136.614,392.1,43838,MODIS
-35.792,136.614,354.3,43838,MODIS
-35.643,137.215,344.7,43838,MODIS
-35.78,136.61,360.5,43838,MODIS
-35.81,136.854,340.1,43838,MODIS
-35.806,136.874,335.3,43838,MODIS
-35.697,137.142,336.6,43838,MODIS
-35.672,137.135,344.1,43838,MODIS
-35.658,137.136,324.3,43838,MODIS
-35.638,137.202,301.2,43838,MODIS
-35.884,136.536,326.8,43838,MODIS
-35.9,136.537,320.2,43838,MODIS
-35.723,137.282,326.1,43838,MODIS
-35.688,137.111,306.2,43838,MODIS
-35.725,137.249,303.5,43838,MODIS
-35.792,136.599,309.9,43838,MODIS
-35.872,136.568,303.6,43838,MODIS
-35.776,136.598,312.9,43838,MODIS
-35.69,137.106,302.3,43838,MODIS
-35.885,137.073,301,43838,MODIS
-35.656,137.141,320,43838,MODIS
-35.678,137.125,312.2,43838,MODIS
-35.718,137.291,322.2,43838,MODIS
-35.717,137.276,346.6,43838,MODIS
-35.657,137.128,335.8,43838,MODIS
-35.722,137.285,325.3,43838,MODIS
-35.659,137.143,316.9,43838,MODIS
-35.884,137.09,307.6,43838,MODIS
-35.721,137.27,329.2,43838,MODIS
-35.809,136.877,329.5,43839,MODIS
-35.826,136.864,359.8,43839,MODIS
-35.72,137.265,352.4,43839,MODIS
-35.81,136.871,333.6,43839,MODIS
-35.797,136.621,321.8,43839,MODIS
-35.734,137.301,344.2,43839,MODIS
-35.739,137.252,363.2,43839,MODIS
-35.748,137.303,328.4,43839,MODIS
-35.751,137.296,328.5,43839,MODIS
-35.894,136.63,330.1,43839,MODIS
-35.723,137.258,355.8,43839,MODIS
-35.753,137.253,322.9,43839,MODIS
-36.043,136.915,372.1,43839,MODIS
-35.736,137.259,371.2,43839,MODIS
-35.731,137.308,337.2,43839,MODIS
-35.825,136.87,361.9,43839,MODIS
-35.805,136.911,338.1,43839,MODIS
-35.751,137.242,335.5,43839,MODIS
-35.644,137.209,330.3,43839,MODIS
-35.803,136.866,357.1,43839,MODIS
-35.753,137.29,328.2,43839,MODIS
-35.732,137.251,365.9,43839,MODIS
-35.91,136.55,360.6,43839,MODIS
-35.75,137.25,341.3,43839,MODIS
-35.659,137.161,328.2,43839,MODIS
-35.734,137.244,357,43839,MODIS
-35.752,137.297,327.7,43839,MODIS
-35.898,136.636,332.7,43839,MODIS
-35.735,137.299,359.2,43839,MODIS
-35.896,136.593,336.1,43839,MODIS
-35.736,137.292,361.4,43839,MODIS
-35.942,137.181,326.2,43839,MODIS
-36.034,136.89,405.8,43839,MODIS
-35.884,136.587,333.5,43839,MODIS
-36.036,136.936,381.1,43839,MODIS
-36.037,136.885,375.9,43839,MODIS
-36.039,136.931,375.9,43839,MODIS
-35.807,136.86,350,43839,MODIS
-35.943,137.174,326.4,43839,MODIS
-35.809,136.906,339.5,43839,MODIS
-35.886,136.63,336.2,43839,MODIS
-35.958,137.173,421.6,43839,MODIS
-36.032,136.9,392.6,43839,MODIS
-35.954,137.166,382.8,43839,MODIS
-35.998,137.006,396.6,43839,MODIS
-35.953,137.187,383.2,43839,MODIS
-35.946,137.172,348.3,43839,MODIS
-35.829,137.146,329.9,43839,MODIS
-35.763,137.277,390.4,43839,MODIS
-35.63,137.212,342.4,43839,MODIS
-35.642,137.214,348.9,43839,MODIS
-35.741,137.253,360.5,43839,MODIS
-35.753,137.255,416.7,43839,MODIS
-35.749,137.296,362.5,43839,MODIS
-35.739,137.273,406.5,43839,MODIS
-35.746,137.261,383.3,43839,MODIS
-35.936,137.1,334.3,43839,MODIS
-36.021,136.877,368.5,43839,MODIS
-35.957,137.194,369.2,43839,MODIS
-36.022,137.009,370.9,43839,MODIS
-35.815,137.165,398.4,43839,MODIS
-35.805,137.143,329.7,43839,MODIS
-35.827,137.167,392.7,43839,MODIS
-35.725,137.292,360.5,43839,MODIS
-36.024,136.987,367.2,43839,MODIS
-35.817,137.145,347.4,43839,MODIS
-35.756,137.283,385.4,43839,MODIS
-35.996,137.027,388.9,43839,MODIS
-35.803,137.164,347.2,43839,MODIS
-35.747,137.24,350.2,43839,MODIS
-35.84,137.169,366.2,43839,MODIS
-35.751,137.275,416.4,43839,MODIS
-35.765,137.256,358.4,43839,MODIS
-35.737,137.294,389.2,43839,MODIS
-35.813,137.186,337,43839,MODIS
-35.727,137.272,370.2,43839,MODIS
-35.654,137.216,344.7,43839,MODIS
-35.742,137.302,349.3,43839,MODIS
-35.768,137.285,382.8,43839,MODIS
-35.826,137.188,352.1,43839,MODIS
-35.744,137.281,422.9,43839,MODIS
-35.758,137.262,434.4,43839,MODIS
-35.843,137.174,361.7,43839,MODIS
-35.942,137.164,332.9,43839,MODIS
-35.759,137.242,339.1,43839,MODIS
-35.971,137.175,423,43839,MODIS
-35.844,137.153,331.6,43839,MODIS
-35.77,137.264,388,43839,MODIS
-35.75,137.374,347.1,43839,MODIS
-35.748,137.385,368.8,43839,MODIS
-35.828,137.34,328.1,43839,MODIS
-35.757,137.387,339.1,43839,MODIS
-35.693,137.389,356.9,43839,MODIS
-35.702,137.391,343.4,43839,MODIS
-35.7,137.403,352.7,43839,MODIS
-35.759,137.376,353.6,43839,MODIS
-35.691,137.4,359,43839,MODIS
-35.704,137.38,344,43839,MODIS
-35.858,136.553,324.1,43840,MODIS
-35.867,136.551,320.3,43840,MODIS
-36.009,136.985,367.7,43841,MODIS
-36.007,137.019,355.2,43841,MODIS
-35.834,137.391,323.7,43841,MODIS
-35.879,137.167,318.8,43841,MODIS
-35.762,137.346,325,43841,MODIS
-35.877,137.171,321.4,43841,MODIS
-35.764,137.314,330.1,43841,MODIS
-35.849,137.393,325.9,43841,MODIS
-35.848,137.397,326.4,43841,MODIS
-35.764,137.321,338.1,43841,MODIS
-35.766,137.319,317,43841,MODIS
-35.836,137.412,304.7,43841,MODIS
-35.964,137.046,305.6,43841,MODIS
-35.76,137.367,329.3,43841,MODIS
-35.838,137.4,320.8,43841,MODIS
-35.972,137.06,303,43841,MODIS
-35.864,137.27,302,43841,MODIS
-35.862,137.282,304.5,43841,MODIS
-35.962,137.058,304.9,43841,MODIS
-35.759,137.379,361.6,43841,MODIS
-35.839,137.388,302.7,43841,MODIS
-35.973,137.048,301.4,43841,MODIS
-35.765,137.331,307.7,43841,MODIS
-35.747,137.434,324.8,43842,MODIS
-35.813,137.409,331.8,43842,MODIS
-35.975,137.047,333.4,43842,MODIS
-35.965,137.05,360.7,43842,MODIS
-35.827,137.421,322.7,43842,MODIS
-35.777,137.363,340.5,43842,MODIS
-35.962,137.034,325.4,43842,MODIS
-35.78,137.378,324.4,43842,MODIS
-35.98,137.051,386.2,43842,MODIS
-35.825,137.404,332,43842,MODIS
-35.864,137.273,327.8,43842,MODIS
-35.823,137.416,338.4,43842,MODIS
-35.816,137.402,334.1,43842,MODIS
-35.973,137.038,346.9,43842,MODIS
-35.845,137.398,332.8,43842,MODIS
-35.89,137.275,332.7,43842,MODIS
-35.971,137.049,360.6,43842,MODIS
-35.892,137.263,335.8,43842,MODIS
-35.982,137.04,373.2,43842,MODIS
-35.848,137.316,367.4,43842,MODIS
-36.005,137.121,333.7,43842,MODIS
-35.979,137.062,335.9,43842,MODIS
-35.946,137.211,331.1,43843,MODIS
-35.951,137.184,381.4,43843,MODIS
-35.944,137.192,406.1,43843,MODIS
-35.941,137.205,327.3,43843,MODIS
-35.953,137.204,364.1,43843,MODIS
-35.939,137.186,338.7,43843,MODIS
-35.7,137.275,328.9,43843,MODIS
-35.841,137.308,330.2,43843,MODIS
